name,t,t_diff,Fr,Fr_unc,Fr_uplim_bool,Fx,Fx_unc_l,Fx_unc_u,Fx_uplim_bool,state,phase,class,D,D_prob,Lr,Lr_unc,Lx,Lx_unc_l,Lx_unc_u
MAXI J1820+070,58574.12636,0.7811500000025262,3.2,0.16262475211356975,False,4.6075453012695186e-10,2.7723645208999466e-11,2.772433824629339e-11,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",4.293986108626e+28,2.182213832795048e+27,4.830257694950271e+35,2.9063707863261586e+34,2.906443439951961e+34
MAXI J1820+070,58588.12054,0.6960699999981443,1.83,0.0956882960450232,False,1.0139e-10,1.0397797370597294e-11,1.0397863890722942e-11,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",2.4556233058704933e+28,1.284013168673193e+27,1.062908328988257e+35,1.0900390007239436e+34,1.0900459742711965e+34
MAXI J1820+070,58602.21251,0.5213199999998324,0.668,0.03945326348985595,False,1.9405e-11,3.4484823821501545e-12,3.5514216322481337e-12,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",8.963696001756775e+27,5.2941176676688364e+26,2.0342968856906135e+34,3.6151697863267236e+33,3.723084754576992e+33
MAXI J1820+070,58607.97422,0.73284999999305,0.209,0.024265458990095367,False,3.8268e-12,6.531319168437568e-13,6.973841427075896e-13,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",2.804509677196356e+27,3.2561107444657305e+26,4.011773935666498e+33,6.847019965887118e+32,7.310932180572367e+32
MAXI J1820+070,58614.96119,0.7151799999992363,0.0995,0.02294581933599234,False,1.077e-12,2.18627897579426e-13,2.409050229862383e-13,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",1.335161305650897e+27,3.0790321712435306e+26,1.1290583591284672e+33,2.2919559452250076e+32,2.525495171389488e+32
MAXI J1820+070,58711.89005,0.837679999996908,1.54,0.08245756484398506,False,1.4104e-10,1.582627271627783e-11,1.5828087745839674e-11,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",2.0664808147762623e+28,1.1064738687224982e+27,1.4785737323257106e+35,1.6591258592535076e+34,1.6593161354186762e+34
MAXI J1820+070,58718.6813,0.44288999999844236,3.4,0.17168575945604808,False,6.985885934076576e-10,4.977184915806872e-11,4.976965108284765e-11,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",4.562360240415124e+28,2.3038008317286727e+27,7.323558876311178e+35,5.217764377084369e+34,5.217533944846454e+34
MAXI J1820+070,58726.765,0.5492499999963911,3.23,0.1631436790071868,False,5.54e-10,5.7727035477322076e-11,5.772787874155781e-11,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",4.334242228394368e+28,2.1891771605218725e+27,5.807783945749033e+35,6.051735557416534e+34,6.051823959880259e+34
MAXI J1820+070,58733.67729,0.6224500000025728,2.28,0.11604693016189613,False,2.9932e-10,3.025320601589194e-11,3.0253235083210523e-11,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",3.059465102396025e+28,1.5571997064496048e+27,3.13788066902816e+35,3.1715538665439577e+34,3.171556913776922e+34
MAXI J1820+070,58740.75513,0.7160300000032294,1.83,0.0943464360747135,False,1.0986334652574327e-10,8.701929193673587e-12,8.70263998688135e-12,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",2.4556233058704933e+28,1.2660071434474705e+27,1.1517375093474269e+35,9.122549579072614e+33,9.12329472950236e+33
MAXI J1820+070,58747.62687,0.36389000000053784,1.42,0.07409750333175875,False,5.0694e-11,5.329495803544647e-12,5.3296192509409156e-12,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",1.9054563357027873e+28,9.942926562201276e+26,5.314436811296055e+34,5.587104723242499e+33,5.587234137647949e+33
MAXI J1820+070,58917.12655,0.3656600000031176,2.6,0.13330510117771188,False,3.5540999999999996e-10,3.582707807301623e-11,3.58271032975037e-11,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",3.488863713258625e+28,1.7887820395814943e+27,3.7258925851239415e+35,3.7558831923386435e+34,3.7558858367136137e+34
MAXI J1820+070,58937.31514,0.6262500000011642,1.2,0.06334106093206839,False,2.8830000000000002e-11,3.164397138476775e-12,3.164644531381053e-12,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",1.6102447907347497e+28,8.499551117122958e+26,3.02235399198456e+34,3.3173528698230317e+33,3.3176122208226264e+33
MAXI J1820+070,59685.21418,0.7208800000007614,0.0882,0.019505078825782788,False,1.1146e-12,3.1413853886462256e-13,3.7353693525540415e-13,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",1.183529921190041e+27,2.6173292976739503e+26,1.1684758097349948e+33,3.293228813644429e+32,3.915923855091394e+32
MAXI J1820+070,59700.03451,0.3962000000028638,0.0802,0.02383967491389092,False,8.913799999999999e-13,1.764763982633372e-13,1.9355686281813931e-13,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",1.076180268474391e+27,3.198976028575229e+26,9.344661468523054e+32,1.850066412702928e+32,2.0291271488533168e+32
MAXI J1820+070,59706.04259,0.20240000000194414,0.115,0.026530595545520647,False,9.2636e-13,2.6035754434239083e-13,3.0953683301991705e-13,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",1.5431512577874688e+27,3.560062772688765e+26,9.711369559538038e+32,2.729423043657724e+32,3.2449874538467025e+32
MAXI J1820+070,59769.86133,0.896999999997206,0.0805,0.01961735519890487,False,1.6584000000000003e-12,4.0060843039057484e-13,4.582232765803152e-13,False,HS,,BH,2.96,"(""gauss"", 2.96, 0.33)",1.0802058804512282e+27,2.632395334752486e+26,1.7385611724964255e+33,4.199724206776353e+32,4.80372164132071e+32
