name,t,t_diff,Fr,Fr_unc,Fr_uplim_bool,Fx,Fx_unc_l,Fx_unc_u,Fx_uplim_bool,state,class,D,D_prob,Lr,Lr_unc,Lx,Lx_unc_l,Lx_unc_u
Cen X-4,59118.62333,0.1033300000053714,0.0129,0.0043,True,3.5e-13,1.0594810050208544e-13,1.0594810050208544e-13,False,QS,NS,1.87,"(""gauss"", 1.87, 0.75)",6.9101042666172875e+25,2.303368088872429e+25,1.464714446048965e+32,4.433820381052918e+31,4.433820381052918e+31
Cen X-4,59221.4352,0.28519999999844003,0.069,0.023000000000000003,True,7.4e-12,1.672602762164406e-12,1.672602762164406e-12,False,QS,NS,1.87,"(""gauss"", 1.87, 0.75)",3.6961022821441314e+26,1.2320340940480439e+26,3.09682482878924e+33,6.99967265212459e+32,6.99967265212459e+32
Cen X-4,59230.3252,0.34519999999611173,0.048,0.016,True,2e-12,5.385164807134504e-13,5.385164807134504e-13,False,QS,NS,1.87,"(""gauss"", 1.87, 0.75)",2.5712015875785254e+26,8.570671958595084e+25,8.369796834565514e+32,2.253636767818399e+32,2.253636767818399e+32
