name,t,t_diff,Fr,Fr_unc,Fr_uplim_bool,Fx,Fx_unc_l,Fx_unc_u,Fx_uplim_bool,state,class,D,D_prob,Lr,Lr_unc,Lx,Lx_unc_l,Lx_unc_u
Vela X-1,59119.0,0.43000000000029104,0.096,0.04028697059844535,False,2.3e-09,3.0479501308256344e-10,3.0479501308256344e-10,False,Unclear,NS HMXRB,1.99,"(""gauss"",1.99, 0.13)",5.8235668203092554e+26,2.4438944298737587e+26,1.090023086483666e+36,1.4444939169786314e+35,1.4444939169786314e+35
