t,t_diff,Fx,Fx_unc_l,Fx_unc_u,Fx_uplim_bool,name,blockID,band,dt_radio,Rphase,Fr,Fr_unc,local_rms,alpha,alpha_unc,Fr_uplim_bool,state,class,D,D_prob,Lr,Lr_unc,Lx,Lx_unc_l,Lx_unc_u
59001.1292,0.0,7.870735929365067e-10,7.549146137426402e-11,8.17652557347902e-11,False,Swift J1842.5-1124,1590975056,L,0.0104,decay,0.069,0.023000000000000003,23,,,True,SS,candidateBH,8.12,"(""gauss"", 8.12, 2.2)",6.967683000237083e+27,2.322561000079028e+27,6.209328910144044e+36,5.955622419389876e+35,6.45057045282309e+35
59008.1762,0.0,2.0200676929065643e-10,2.3947701057751724e-11,2.65244437722495e-11,False,Swift J1842.5-1124,1591585260,L,0.0104,decay,0.229,0.033046974142877286,26,0.87,0.59,False,HS,candidateBH,8.12,"(""gauss"", 8.12, 2.2)",2.3124629087743364e+28,3.3371136223855153e+27,1.5936584378615503e+36,1.889266186083065e+35,2.0925488673306977e+35
59019.0632,0.0,2.5114991065354735e-12,1.0372080076278287e-12,1.7859337856373949e-12,False,Swift J1842.5-1124,1592527255,L,0.0104,decay,0.082,0.01846104005737488,23,,,False,HS,candidateBH,8.12,"(""gauss"", 8.12, 2.2)",8.280434869846968e+27,1.8642126807893737e+27,1.9813552569879801e+34,8.182672783580385e+33,1.4089470649609075e+34
