name,class,D,D_prob,t,state,Lr,Lr_unc,Lr_uplim_bool,Lx,Lx_unc_l,Lx_unc_u,Lx_uplim_bool
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",59730.97968,IMS,1.2154270395124722e+29,6.356092498322186e+27,0,2.1441505233334955e+37,2.1532686968201162e+36,2.153332163864771e+36,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",59733.93079,SS,1.0409544483566494e+29,5.495681298320907e+27,0,2.7073124415496073e+37,2.4989198478967254e+36,2.6177872350498266e+36,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",59759.97549,SS,8.527592938514926e+27,1.815119403011624e+27,0,2.2826804688151536e+37,2.919319483312943e+36,3.358579415173399e+36,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",59763.94295,SS,8.429574628876823e+27,1.7187895592786733e+27,0,2.2628381696897633e+37,2.0560805327639437e+36,2.2644837261420497e+36,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",59775.8317,SS,9.997867583086466e+27,3.3326225276954884e+27,1,2.4441614648251534e+37,1.8413192545946213e+36,2.07096102481868e+36,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",59782.84483,SS,1.1860215466210415e+28,3.953405155403471e+27,1,1.8113048676263595e+37,1.47716684097612e+36,1.6020330233521583e+36,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",59797.93867,SS,7.939483080686311e+27,2.6464943602287703e+27,1,1.3820558263593616e+37,1.423237123287812e+36,1.6135528312676375e+36,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",59804.66341,HS,9.115702796343542e+27,3.0385675987811806e+27,1,7.017460870125656e+36,6.378043391515209e+35,6.94372840933771e+35,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",59811.75657,HS,4.998933791543233e+27,1.6663112638477442e+27,1,1.013108607658658e+36,9.557820249035832e+34,1.0362453703358988e+35,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",60527.74826,HS,8.331556319238723e+27,2.0041388890184234e+27,0,1.0472759942243684e+37,8.390342630400225e+35,9.582421334923194e+35,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",60533.68431,HS,1.1272105608381799e+28,3.757368536127267e+27,1,4.26966552333415e+36,4.209014606243035e+35,5.015532226499329e+35,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",60539.72062,HS,8.62561124815303e+27,2.8752037493843434e+27,1,7.064897077419611e+35,8.889101563225905e+34,1.0338141179883769e+35,0
1A 1744-361,NS,8.0,"(""uniform"", 1, 9)",60546.63713,HS,5.587043649371849e+27,1.8623478831239493e+27,1,3.800506802608624e+34,6.707203922977529e+33,7.481189081486148e+33,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59392.013,SS,9.572100550595961e+27,1.3511249648844978e+27,0,4.826121968794663e+38,4.527988104934003e+37,5.082277462727317e+37,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59421.6822,SS,2.5270345453573337e+27,8.423448484524447e+26,1,2.129746309812114e+38,2.232019920871464e+37,2.433773799157865e+37,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59426.823,SS,2.5270345453573337e+27,8.423448484524447e+26,1,2.0451325879608077e+38,1.6589248108581196e+37,1.7927285516634792e+37,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59645.2352,HS,2.257101309830527e+29,1.1311456969296732e+28,0,3.322641736324639e+35,3.0148903652044606e+34,3.3824424533317645e+34,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59654.2191,HS,2.232979616443026e+29,1.1199574282463153e+28,0,8.336415791152341e+35,7.336720684390583e+34,8.269827801019197e+34,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59657.0687,HS,2.6311789993478177e+29,1.3193505612369883e+28,0,1.2055164061009266e+36,1.1501812432658675e+35,1.3128928281084793e+35,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59666.0582,HS,2.630796115325794e+29,1.31809237101975e+28,0,9.65272276059612e+35,1.0298514133568673e+35,1.2159666849877379e+35,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59673.0362,HS,1.5740362145399997e+29,7.907347900172973e+27,0,2.291162493559346e+35,2.7511615898161795e+34,3.1933275072153234e+34,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59679.039,HS,7.96398765809584e+28,4.070112983479708e+27,0,1.4981028749782798e+35,1.6060517516504459e+34,1.7739050342522914e+34,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59685.1738,HS,8.212862272411336e+28,4.184409569479983e+27,0,1.4425723744354166e+35,1.5598832273185596e+34,1.7845596447046415e+34,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59706.0027,HS,2.838319255262714e+29,1.4214355829183166e+28,0,3.2758439712539067e+35,3.351041205005237e+34,3.8256396249215626e+34,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59727.0882,HS,1.8072125839525171e+28,1.261752453161068e+27,0,7.7480213933642445e+34,9.329716546946124e+33,1.0466195342591147e+34,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59742.9194,HS,1.1442871882204433e+30,5.722173835019092e+28,0,1.5438531523307583e+36,1.5610917554704731e+35,1.777779501449889e+35,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59747.8676,HS,2.0235420563959862e+29,1.0146647823166382e+28,0,6.707797836647327e+35,1.285524182405274e+35,1.3930789705662604e+35,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59763.8678,HS,5.4982145562623195e+28,2.853767952016828e+27,0,9.14704975904903e+34,1.0452493285889078e+34,1.2199739492870913e+34,0
4U 1543-47,BH,5.0,"(""gauss"", 5, 2.0)",59769.8216,HS,7.810834049286303e+27,7.921536379795624e+26,0,1.2851929542817116e+34,2.2357943419261567e+33,2.703504051827032e+33,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",58942.151,SS,1.0937464973132967e+29,8.174918987587117e+27,0,2.4922347207849276e+38,1.900402122484364e+37,2.0607924728328764e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",58957.114,SS,6.076369429518315e+28,8.652753860622905e+27,0,3.1951418778344373e+38,3.33596838521932e+37,3.760695608908462e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",58964.171,SS,1.215273885903663e+29,4.050912953012209e+28,1,3.116913386315194e+38,3.1855019610843805e+37,3.350983850026561e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",58970.991,SS,6.076369429518315e+28,2.0254564765061046e+28,1,2.4542465229863087e+38,2.4439914862650783e+37,2.6626178800804165e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",58978.144,SS,9.114554144277474e+28,3.0381847147591577e+28,1,2.0413726802951175e+38,1.9510022405624773e+37,2.134593702699124e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",58986.144,SS,1.215273885903663e+29,4.050912953012209e+28,1,1.6801621895222383e+38,1.7108182487819227e+37,1.9843499114114747e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",59477.639,HS,3.585057963415806e+29,2.0588294331531946e+28,0,7.547018364093713e+37,6.764332507751113e+36,7.72084298649426e+36,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",59484.385,SS,1.0410846289241378e+30,5.268095096395663e+28,0,1.2508338463063209e+38,1.3387777871842562e+37,1.429341637940199e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",59491.616,SS,3.726839916771233e+29,1.9599889274558925e+28,0,4.129482877407408e+38,3.5909770176111855e+37,3.818862127877588e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",59496.616,SS,5.225677709385751e+29,2.8022393482976984e+28,0,4.412006875523875e+38,4.511102806628899e+37,4.735008116067023e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",59504.48,SS,3.848367305361599e+29,2.0877927481815114e+28,0,2.4126397028318372e+38,2.315571669713655e+37,2.613220658865971e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",59510.49,SS,4.4154951187833084e+29,2.351711103880553e+28,0,1.831668991222097e+38,1.696820262232872e+37,1.8800026990023805e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",60014.022,SS,9.114554144277474e+28,3.0381847147591577e+28,1,4.5950126781800944e+38,4.0331460637096653e+37,4.325672031835523e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",60015.229,SS,5.2661868389158734e+28,8.51896495867433e+27,0,4.9725961061777996e+38,4.834153713184825e+37,5.319564307244802e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",60021.2,SS,5.873823781867704e+28,6.748904866650098e+27,0,4.096286942762528e+38,4.1097624680317324e+37,4.475023520292066e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",60028.021,SS,9.114554144277474e+28,3.0381847147591577e+28,1,4.246674751362843e+38,3.848416427871168e+37,4.39270472978003e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",60035.285,SS,1.215273885903663e+29,4.050912953012209e+28,1,4.137724805354074e+38,3.7959142634996616e+37,4.2291205279324144e+37,0
4U 1630-47,candidateBH,11.5,"(""gauss"", 11.5, 1.0)",60043.194,SS,9.114554144277474e+28,3.0381847147591577e+28,1,3.57674304029455e+38,3.513059117493943e+37,3.84174169000968e+37,0
Aquila X-1,NS,6.0,"(""gauss"", 6.0, 2.0)",59083.92535,HS,1.075138333842938e+28,1.530997658514752e+27,0,8.005387344272683e+36,7.821955360840771e+35,8.745346554178889e+35,0
Aquila X-1,NS,6.0,"(""gauss"", 6.0, 2.0)",59091.70035,HS,9.428136158314994e+27,1.8795416466210815e+27,0,1.4795118864555603e+37,1.6362082163241337e+36,2.3078282282994938e+36,0
Aquila X-1,NS,6.0,"(""gauss"", 6.0, 2.0)",60574.59674,HS,4.8519063270860784e+27,1.3995680571944914e+27,0,5.17905473674087e+36,4.534683499455741e+35,4.945099562892991e+35,0
Aquila X-1,NS,6.0,"(""gauss"", 6.0, 2.0)",60582.56081,IMS,2.139249607851589e+28,1.5362479315080134e+27,0,8.555831809850483e+37,1.0952345006143645e+37,1.2102156887356774e+37,0
Aquila X-1,NS,6.0,"(""gauss"", 6.0, 2.0)",60589.54125,SS,3.9697415403431555e+27,1.3232471801143852e+27,1,6.723564575759941e+37,5.245830238595025e+36,5.787736096382127e+36,0
Aquila X-1,NS,6.0,"(""gauss"", 6.0, 2.0)",60603.56631,SS,3.8043356428288575e+27,1.2681118809429526e+27,1,5.28946162065669e+37,5.456395756775051e+36,5.897668415997713e+36,0
Aquila X-1,NS,6.0,"(""gauss"", 6.0, 2.0)",60615.48348,HS,8.766512568257801e+27,2.6825476240406696e+27,0,1.3376761123453134e+37,1.4789930858718776e+36,1.9244874213982876e+36,0
Cen X-4,NS,1.87,"(""gauss"", 1.87, 0.75)",59118.62333,QS,6.908760824934228e+25,2.3029202749780757e+25,1,1.4622901618417374e+32,4.438563718048894e+31,6.386126589853094e+31,0
Cen X-4,NS,1.87,"(""gauss"", 1.87, 0.75)",59221.4352,QS,3.6953836970578435e+26,1.2317945656859479e+26,1,2.8464252849794574e+33,6.41310273472722e+32,8.790704984895761e+32,0
Cen X-4,NS,1.87,"(""gauss"", 1.87, 0.75)",59223.3652,QS,2.8920394150887466e+26,9.640131383629154e+25,1,1.2885057500664428e+33,2.051122480614832e+32,2.7853985905051433e+32,0
Cen X-4,NS,1.87,"(""gauss"", 1.87, 0.75)",59230.3252,QS,2.5707017023011078e+26,8.569005674337025e+25,1,8.472571192822904e+32,2.3918578247130498e+32,3.18453708098814e+32,0
EXO 1846-031,candidateBH,4.5,"(""uniform"", 2.4, 7.5)",58699.839,HS,2.139938799091232e+29,1.1328459802902779e+28,0,2.6297026553297036e+37,2.609670434496579e+36,3.02708352708368e+36,0
EXO 1846-031,candidateBH,4.5,"(""uniform"", 2.4, 7.5)",58705.803,IMS,9.552190581450716e+29,4.798697851336984e+28,0,8.326298273118488e+37,8.22776187493292e+36,9.190833118199184e+36,0
EXO 1846-031,candidateBH,4.5,"(""uniform"", 2.4, 7.5)",58711.904,IMS,3.845687117207432e+29,1.9783180212496283e+28,0,5.090094003629262e+37,7.256657166782304e+36,8.713385888189894e+36,0
EXO 1846-031,candidateBH,4.5,"(""uniform"", 2.4, 7.5)",58718.695,SS,1.6747347123322686e+29,8.92954905661405e+27,0,4.007099645578835e+37,3.8648717793877046e+36,4.408780931206667e+36,0
EXO 1846-031,candidateBH,4.5,"(""uniform"", 2.4, 7.5)",58726.779,SS,5.644476252675424e+29,2.85544207006963e+28,0,6.129696287468864e+37,5.345778380907798e+36,5.961207184058739e+36,0
EXO 1846-031,candidateBH,4.5,"(""uniform"", 2.4, 7.5)",58747.654,SS,6.698938849329074e+29,3.377494159955264e+28,0,6.405996995458074e+37,5.1314364889705104e+36,5.59912470455677e+36,0
EXO 1846-031,candidateBH,4.5,"(""uniform"", 2.4, 7.5)",58804.439,SS,1.2405442313572362e+28,3.193196756729389e+27,0,9.284994582469102e+36,8.768529252285363e+35,9.514361714171605e+35,0
GRS 1739-278,candidateBH,8.0,"(""uniform"", 6.0, 8.5)",60125.06613,SS,1.0389940821638878e+29,5.552544748042457e+27,0,3.04137528661612e+37,3.0021631663127023e+36,3.251109430903562e+36,0
GRS 1739-278,candidateBH,8.0,"(""uniform"", 6.0, 8.5)",60132.91834,SS,1.7839332354134675e+28,2.5158648066035467e+27,0,2.2387174842136083e+37,2.2569734257477365e+36,2.5610841392955193e+36,0
GRS 1739-278,candidateBH,8.0,"(""uniform"", 6.0, 8.5)",60141.72942,SS,1.1762197156572313e+28,3.9207323855241046e+27,1,1.5100839573423478e+37,1.6062258337424332e+36,1.7682909645890238e+36,0
GRS 1739-278,candidateBH,8.0,"(""uniform"", 6.0, 8.5)",60146.73292,SS,1.1762197156572313e+28,3.9207323855241046e+27,1,9.06292667986198e+36,9.101938509284843e+35,9.637973094720255e+35,0
GRS 1739-278,candidateBH,8.0,"(""uniform"", 6.0, 8.5)",60160.8327,HS,3.558064639863125e+28,2.6472611516594775e+27,0,3.763042094304836e+35,5.556193483201895e+34,6.748754038150441e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58396.6422,QS,1.274084871686525e+28,4.246949572288417e+27,1,8.09709351910448e+33,2.0761168322460658e+33,2.828874034881949e+33,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58402.68382,QS,1.262138890199381e+28,4.2071296339979365e+27,1,7.990583362674414e+33,1.8723806581792077e+33,2.5476394749028292e+33,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58403.6191,QS,2.058384502400155e+28,6.861281674667185e+27,1,8.181556343925766e+33,1.9930424985343638e+33,2.763956896915584e+33,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58509.36449,HS,6.371190126476672e+29,3.285127415848422e+28,0,8.484287251385852e+36,6.963422693854063e+35,8.083800412536979e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58515.18948,HS,6.463082291762392e+29,3.3375980653708128e+28,0,7.189327131741085e+36,6.804265395846992e+35,7.238069738863185e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58523.24712,HS,6.126144352381415e+29,3.216547026884212e+28,0,7.169252493313683e+36,4.265482508038409e+35,4.407001238271145e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58537.11945,HS,5.237853421286109e+29,2.7515276607922484e+28,0,7.338626465963376e+36,5.1520571482904174e+35,5.276750305976898e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58543.10406,HS,4.640554346928921e+29,2.442896559782768e+28,0,5.407958237399288e+36,3.917392777255099e+35,4.310936448420148e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58551.05809,HS,4.6099236251670136e+29,2.453006901225039e+28,0,4.921993833186418e+36,3.040761343050811e+35,3.186844195786821e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58560.10035,HS,4.3648778510717586e+29,2.40773888763175e+28,0,4.3038004819490795e+36,2.631754148024039e+35,2.828347108248051e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58567.10024,HS,3.76757877671457e+29,2.083373822143272e+28,0,3.878496523029266e+36,2.9440060371961616e+35,3.1533290707950247e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58574.08638,HS,3.338748672047871e+29,1.9483859975995586e+28,0,3.231769080472976e+36,2.2986674093651906e+35,2.5378533906161012e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58582.07977,HS,3.0171260935478464e+29,1.8578290294283008e+28,0,2.987866310630612e+36,2.8020534246152632e+35,3.0074252317977412e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58588.07977,HS,2.4964038235954267e+29,1.5092750041813699e+28,0,1.9838449883875005e+36,2.2175416848960023e+35,2.6001970822534e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58614.93467,HS,1.4407159980712992e+29,1.162803202232105e+28,0,5.2372325628247094e+35,5.617409357472633e+34,6.216947278052441e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58621.91388,HS,1.2305892467846167e+29,1.2627541167879195e+28,0,3.321366564055967e+35,4.1013449854286644e+34,4.568955112349856e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58634.90691,HS,7.711284203560105e+28,1.0718422924497398e+28,0,2.007291032166858e+35,2.7914595644419452e+34,3.3359328972907142e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58658.80788,HS,6.098576702795698e+28,8.656658850936605e+27,0,1.7802589611316543e+35,3.3496786683532213e+34,3.908028611744987e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58664.73464,HS,6.153712001967131e+28,9.227232427715686e+27,0,2.014071468219125e+35,3.063009279274357e+34,3.657179340045229e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58671.87165,HS,7.378940872443414e+28,9.139932396272572e+27,0,3.0594321356424552e+35,4.87721861193361e+34,5.814127070641578e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58678.92249,HS,7.884347781514881e+28,9.0100120974668e+27,0,3.843859977047906e+35,3.991285766465764e+34,4.500892345107766e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58686.86963,HS,1.0870843153300822e+29,1.0440067223477491e+28,0,4.17154723730946e+35,5.091337175658801e+34,5.937231629912601e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58699.72388,HS,1.1543187495974682e+29,1.198726088009871e+28,0,4.5956871426722166e+35,7.910596718870471e+34,9.167786312682937e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58705.77584,HS,1.1939855342791377e+29,1.0212314791195881e+28,0,6.982728020128304e+35,9.390625794015725e+34,1.104289049905962e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58711.8776,HS,1.4670584187865393e+29,1.1123519326723466e+28,0,9.363145404422716e+35,1.14092411756743e+35,1.2814200864272042e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58718.66876,HS,2.159465884214449e+29,1.8452016450743342e+28,0,1.6927071115521655e+36,2.4927748036180385e+35,2.7748227064095578e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58726.75162,HS,2.98649537178594e+29,1.7304771973066241e+28,0,3.0295316704342506e+36,3.2648567750860307e+35,3.69326217349058e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58733.66452,HS,3.966678468166965e+29,2.168196997603382e+28,0,5.490261351023064e+36,5.329645861698372e+35,5.903038394776486e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58740.74153,HS,4.533346820762247e+29,2.4144164897762496e+28,0,5.51654175868473e+36,6.189538757123567e+35,7.007217611817868e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58747.61419,HS,5.008123008071807e+29,2.6533852781210608e+28,0,6.952963164595685e+36,7.008251505577718e+35,7.763331170917713e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58755.63859,HS,5.8198371347623436e+29,3.054809498290352e+28,0,1.0242834795045267e+37,1.0717250559833282e+36,1.221553223002744e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58762.65596,HS,6.0801982697385544e+29,3.1732973159698373e+28,0,1.2255370782983462e+37,1.3096688987829589e+36,1.3832672813757387e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58768.73448,HS,6.034252187095693e+29,3.2327617891372413e+28,0,1.158325336280807e+37,1.1511453327060708e+36,1.2180418668082967e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58775.60541,HS,5.942360021809972e+29,3.108232021189529e+28,0,1.3477337747617336e+37,1.3151884957802792e+36,1.4454533739492396e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58782.58658,HS,5.743260330357576e+29,3.016947668204915e+28,0,1.35640510952867e+37,1.2861291338775433e+36,1.406669402131827e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58873.20673,SS,9.434262302667379e+30,4.720332926861523e+29,0,1.4094528793576388e+38,1.390359180034637e+37,1.5127980399323236e+37,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58887.17309,SS,6.66218198321479e+30,3.3337793404977326e+29,0,9.940071506204067e+37,1.0143269188185051e+37,1.1034482828624922e+37,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58894.13512,SS,4.1657781596193615e+30,2.0858710981928888e+29,0,8.638920616733454e+37,8.620813829515595e+36,9.673301864280576e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58900.26135,SS,2.8639724847383115e+30,1.4352744996974077e+29,0,8.166892285802883e+37,7.47764210339417e+36,8.374966621034452e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58910.17206,SS,2.389196297428752e+30,1.1980223210732533e+29,0,6.036430741797551e+37,4.627653481616711e+36,5.547581107157645e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58917.11396,SS,2.281988771262077e+30,1.145517287916141e+29,0,5.511902245808949e+37,4.841977106994272e+36,4.986245838071747e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58922.3326,IMS,2.4045116583097052e+30,1.20666606565099e+29,0,6.088633662270571e+37,6.060896821201405e+36,6.947338753068826e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58929.08,IMS,2.756764958571637e+30,1.3816177875968679e+29,0,5.623090296019796e+37,5.817184900676479e+36,6.171842484764992e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58937.32745,IMS,2.4045116583097052e+30,1.2068778512150466e+29,0,3.7565489610489944e+37,3.7110487569352754e+36,4.049617805091147e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58942.1455,IMS,1.6540589751429817e+30,8.357444666403411e+28,0,3.410928173101631e+37,2.9322169139897344e+36,3.2421652113508104e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58949.25972,IMS,1.7459511404287034e+30,8.77545534567635e+28,0,2.42738580916899e+37,1.959015134216394e+36,1.938730541309058e+36,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58957.10876,HS,1.5100945828620186e+30,7.60326397901472e+28,0,7.807500657677627e+36,7.522151387495489e+35,8.488595357246412e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58964.16597,HS,1.1930666126262805e+30,6.036630846855803e+28,0,3.339092250804382e+36,2.728340290752723e+35,2.903498975358261e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58970.98595,HS,8.69912498038161e+29,4.450053564303341e+28,0,1.942110764317859e+36,2.813019502652494e+35,3.503278349834194e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58978.13848,HS,6.554974457048114e+29,3.39733784572431e+28,0,1.2599976953876647e+36,2.0267973892851638e+35,2.5017389877701852e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58986.13856,HS,8.852278589191143e+29,4.514094735359078e+28,0,1.338091585965614e+36,1.706777553242013e+35,1.9282840672869196e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",58992.01214,HS,5.7892064130004364e+29,3.1331758634764553e+28,0,9.907736140376551e+35,1.3526820621794317e+35,1.5675157367562161e+35,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59001.10205,HS,4.6099236251670136e+29,2.481951456114287e+28,0,5.597956953682359e+35,6.230946336015633e+34,7.029225343823951e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59008.14909,HS,3.813524859357431e+29,2.092660109455115e+28,0,3.619142563194106e+35,4.1824368560585335e+34,4.743475340087432e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59014.87091,HS,3.0018107326668935e+29,1.7099962213436855e+28,0,2.429775258975307e+35,4.460513743707386e+34,5.598031988767089e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59019.03753,HS,2.6189267106430545e+29,1.5644969108575046e+28,0,3.43521393765242e+35,6.911242664952189e+34,8.59130290059016e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59026.98552,HS,2.3585655756668448e+29,1.2891313261667993e+28,0,2.5276590417639107e+35,3.656295734001652e+34,4.1371567868024e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59034.82418,HS,2.159465884214449e+29,1.1838625363399475e+28,0,2.901069726451311e+35,4.993796462921517e+34,6.134573406783959e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59042.81444,HS,1.853158666595378e+29,1.0432380459624216e+28,0,2.0607595522445127e+35,2.4678304245958764e+34,2.8330403363297458e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59049.81741,HS,1.807212583952517e+29,1.037596202086271e+28,0,1.8492362089120146e+35,2.707196310471866e+34,3.0916758498086025e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59054.89148,HS,1.5039684385096374e+29,8.733529988354197e+27,0,1.725050514378026e+35,2.3907317489331022e+34,2.7332640176839244e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59062.70781,HS,1.3064002831453366e+29,8.102263786125799e+27,0,1.3391005754125307e+35,2.454781740663542e+34,2.9874266482513684e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59069.69732,HS,1.2727064892072388e+29,8.107371845328309e+27,0,1.2827145965282713e+35,1.7556372659773463e+34,1.9876512709049212e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59076.77035,HS,9.893723129095985e+28,7.418865779021279e+27,0,8.341463477192907e+34,1.4704756848110989e+34,1.8098675305455843e+34,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59091.67337,HS,5.620737443309948e+28,5.984706304354178e+27,0,8.917914251322005e+33,2.2936901458771976e+33,3.087295248210002e+33,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59096.86467,HS,5.145961256000389e+28,6.139912705163867e+27,0,1.0806822474166483e+34,2.8587066182684587e+33,3.7512873341744723e+33,0
GX 339-4,BH,10.0,"(""uniform"", 8, 12)",59238.48995,HS,4.089201355214595e+29,2.1366163502979773e+28,0,5.937102556731398e+36,4.418169890760124e+35,4.7129014646554534e+35,0
