name,class,D,t,state,Lr,Lr_unc,Lr_uplim_bool,Lx,Lx_unc_l,Lx_unc_u,Lx_uplim_bool
GX 339-4,BH,10.0,59384.90198,SS,4.3963633005604785e+29,2.254531676716717e+28,0,1.6375153826369587e+38,1.5147294324952498e+37,1.5025887380027476e+37,0
GX 339-4,BH,10.0,59392.02533,SS,3.262806212611087e+29,1.7092919027394175e+28,0,1.6364508179105146e+38,1.4728105662143392e+37,1.457056522519157e+37,0
GX 339-4,BH,10.0,59421.69464,SS,7.7005290285426915e+28,6.713170499693636e+27,0,1.1267680874857766e+38,8.53514679388077e+36,8.320543167972917e+36,0
GX 339-4,BH,10.0,59426.85107,SS,6.1503131190767685e+28,5.631746510649179e+27,0,1.0354090114707345e+38,8.296802812762186e+36,8.124496859238894e+36,0
GX 339-4,BH,10.0,59433.8276,SS,5.915942531973717e+28,5.777747915873443e+27,0,9.128412001786503e+37,6.642416212706258e+36,6.454735433491626e+36,0
GX 339-4,BH,10.0,59441.00347,SS,6.156440454687305e+28,5.95782771811537e+27,0,7.948951381976947e+37,5.795742971188395e+36,5.633130942408252e+36,0
GX 339-4,BH,10.0,59448.63946,SS,6.668072978167165e+28,6.081120571634572e+27,0,7.7698409272749335e+37,6.039420142446834e+36,5.89803115879009e+36,0
GX 339-4,BH,10.0,59454.64299,SS,5.986406891494896e+28,6.24765100359223e+27,0,7.3678166718564265e+37,5.879609705392448e+36,5.755291686856249e+36,0
GX 339-4,BH,10.0,59462.71478,SS,9.532602376093328e+28,7.059981701957814e+27,0,6.494510696432483e+37,5.781787464967501e+36,5.713408848200855e+36,0
GX 339-4,BH,10.0,59470.6125,SS,6.461275401311532e+28,6.312100177117989e+27,0,4.5692211639041775e+37,3.516383257251962e+36,3.4323827878045456e+36,0
GX 339-4,BH,10.0,59477.63002,SS,4.969269180145712e+28,6.03452818158025e+27,0,3.6650372951007057e+37,2.7684406482196974e+36,2.698359876195058e+36,0
GX 339-4,BH,10.0,59484.5467,IMS,7.023458443578326e+28,6.824480137648731e+27,0,2.5724085696127455e+37,1.9468690824706058e+36,1.897950283782043e+36,0
GX 339-4,BH,10.0,59491.60937,IMS,5.591193744615242e+29,2.8423053196558496e+28,0,1.0224363548984735e+37,7.955526307190294e+35,7.720874536433894e+35,0
GX 339-4,BH,10.0,59496.60923,HS,7.260892698486644e+29,3.6676147345246347e+28,0,4.50984709748237e+36,3.695764614691792e+35,3.61609500587181e+35,0
GX 339-4,BH,10.0,59504.47331,HS,3.76831140048041e+29,1.949997483032205e+28,0,1.6896791447139934e+36,1.869295953684677e+35,1.8840121677984255e+35,0
GX 339-4,BH,10.0,59510.48376,HS,1.976065734398264e+29,1.1161867267967787e+28,0,1.2330621983424406e+36,1.5648787044393202e+35,1.2582441423018963e+35,0
GX 339-4,BH,10.0,59637.35174,QS,1.468875529236043e+28,4.896251764120144e+27,1,4.3949636389229755e+33,1.7866556596211255e+33,2.33932866364074e+33,0
GX 339-4,BH,10.0,59657.08108,QS,1.6405941097213492e+28,5.468647032404498e+27,1,6.984908086866341e+33,2.679585497608646e+33,3.4314829634256163e+33,0
GX 339-4,BH,10.0,59666.07072,QS,1.3786505123708817e+28,4.595501707902939e+27,1,3.8727711705428525e+33,1.5271249758399537e+33,1.906106430229458e+33,0
GX 339-4,BH,10.0,59685.18614,QS,1.547152241660656e+28,5.157174138868855e+27,1,1.2379795450694937e+34,3.79378177743069e+33,4.5540141515638685e+33,0
GX 339-4,BH,10.0,59727.10054,HS,1.2988419660436341e+28,4.329473220145447e+27,1,6.958755809691626e+33,2.8088259617680696e+33,3.66652617275954e+33,0
GX 339-4,BH,10.0,59763.88033,HS,1.2254671221074506e+28,4.084890407024836e+27,1,4.9403773337359e+33,2.1522644429620985e+33,2.7328200999817495e+33,0
GX 339-4,BH,10.0,59769.83427,HS,1.0722837318440192e+28,3.5742791061467303e+27,1,6.827499279563027e+33,2.747977882371101e+33,3.542445695970956e+33,0
GX 339-4,BH,10.0,59790.7154,HS,1.0722837318440192e+28,3.5742791061467303e+27,1,6.32119436029221e+33,2.4234695762319644e+33,3.0923537020385344e+33,0
GX 339-4,BH,10.0,59797.92122,HS,4.2615619171286585e+28,7.361554667370144e+27,0,1.1528324857124737e+35,1.7631504784286637e+34,1.9139249334888682e+34,0
GX 339-4,BH,10.0,59804.64596,HS,8.827958780881548e+28,7.268699924937327e+27,0,5.4114960043700465e+35,6.637883458185806e+34,6.784854220011081e+34,0
GX 339-4,BH,10.0,59811.72616,HS,2.1016761144142778e+29,1.2695022060278943e+28,0,1.97385056548088e+36,2.119851014955059e+35,2.1095518225468093e+35,0
GX 339-4,BH,10.0,59818.63968,HS,2.964098601597396e+29,1.6351616583453983e+28,0,4.0553342838592955e+36,4.2612071557303925e+35,4.233874355991757e+35,0
GX 339-4,BH,10.0,59825.6217,HS,4.7394940947505644e+29,2.4867062353610433e+28,0,6.513251817399094e+36,5.5637094443035556e+35,5.453536315639721e+35,0
GX 339-4,BH,10.0,59831.69627,HS,5.1959805977355904e+29,2.689462381303542e+28,0,9.567450282144493e+36,9.559353879988749e+35,9.554349635533625e+35,0
GX 339-4,BH,10.0,59838.70506,HS,5.568216236075727e+29,2.870397703777588e+28,0,1.1984647419132857e+37,1.1747377187444902e+36,1.1624054720102377e+36,0
GX 339-4,BH,10.0,59846.72634,HS,5.825564331718293e+29,3.0094740580331136e+28,0,1.2205440118740574e+37,9.259750716892255e+35,9.00079938715772e+35,0
GX 339-4,BH,10.0,59852.52132,HS,5.485497205333475e+29,2.851003502550308e+28,0,1.2333717136719025e+37,9.235887507405465e+35,8.965805779982598e+35,0
GX 339-4,BH,10.0,59859.68057,HS,5.218958106275105e+29,2.710262364804163e+28,0,9.591219908125243e+36,8.899156584397028e+35,8.779398815338053e+35,0
GX 339-4,BH,10.0,59867.46535,HS,3.1509823377187812e+29,1.7605971875730299e+28,0,6.09801086411055e+36,5.8382027684652315e+35,5.80446049050181e+35,0
GX 339-4,BH,10.0,59873.59049,HS,3.131068496984536e+29,1.7168051955522615e+28,0,4.8458950501809226e+36,4.585141457473913e+35,4.549954422390777e+35,0
GX 339-4,BH,10.0,59965.40632,HS,2.049593761724711e+28,1.1183485004854909e+28,0,6.347743227991528e+33,2.5862017189609968e+33,3.347012977079084e+33,0
GX 339-4,BH,10.0,59972.32838,HS,6.579226611814374e+27,2.193075537271458e+27,1,6.423021483402245e+33,2.2077073531844058e+33,2.645378700460542e+33,0
GX 339-4,BH,10.0,59979.22998,HS,1.0722837318440192e+28,3.5742791061467303e+27,1,1.0164548237278833e+34,2.6808142254125527e+33,3.0479024636628885e+33,0
GX 339-4,BH,10.0,59986.36136,HS,1.0722837318440192e+28,3.5742791061467303e+27,1,1.0745326820483755e+34,3.0191466771534957e+33,3.5177661024389833e+33,0
GX 339-4,BH,10.0,60001.20386,HS,1.0722837318440192e+28,3.5742791061467303e+27,1,1.2464056205244966e+34,3.553859527403139e+33,4.1902720541452565e+33,0
GX 339-4,BH,10.0,60008.21264,HS,2.1675449722275526e+28,7.225149907425175e+27,1,8.690189588749242e+33,2.853266468412861e+33,3.487070370319452e+33,0
GX 339-4,BH,10.0,60015.2226,HS,1.634466774110812e+28,5.448222580369374e+27,1,1.5158888660429556e+34,3.761455492294118e+33,4.3043039781661785e+33,0
GX 339-4,BH,10.0,60021.22943,HS,1.0722837318440192e+28,3.5742791061467303e+27,1,1.0710898527274585e+34,3.064383565503579e+33,3.573270988394498e+33,0
GX 339-4,BH,10.0,60028.01404,HS,1.121915150289371e+28,3.739717167631236e+27,1,1.0594347960144754e+34,2.7356432525390517e+33,3.1066856610092403e+33,0
GX 339-4,BH,10.0,60035.27791,HS,1.284289543968608e+28,4.2809651465620267e+27,1,2.122760585390993e+34,3.8446590413910925e+33,4.096638099277404e+33,0
GX 339-4,BH,10.0,60042.18763,HS,1.3801823462735162e+28,4.6006078209117205e+27,1,1.834656976731079e+34,3.510879342653708e+33,3.785892580574435e+33,0
GX 339-4,BH,10.0,60050.14256,HS,2.8231698825550385e+28,9.410566275183463e+27,1,3.143747606844648e+34,5.988282825943586e+33,6.515289396614124e+33,0
GX 339-4,BH,10.0,60056.16683,HS,2.885975072563046e+28,9.619916908543488e+27,1,3.812140324761653e+34,6.594179834845669e+33,7.339300163964632e+33,0
GX 339-4,BH,10.0,60064.10134,HS,1.2240884715950795e+28,4.080294905316932e+27,1,2.390057592010819e+34,5.065384765556507e+33,5.621007366351568e+33,0
GX 339-4,BH,10.0,60085.98607,HS,2.5750127903282804e+28,6.246153043661051e+27,0,5.258851932085475e+34,9.913780880730876e+33,1.1000444484658654e+34,0
GX 339-4,BH,10.0,60091.10425,HS,2.6041176344783325e+28,4.7763995970698573e+27,0,3.7295100627836257e+34,5.97660735601526e+33,6.294416374251453e+33,0
GX 339-4,BH,10.0,60097.91253,HS,2.481570922267587e+28,7.33594920113154e+27,0,2.7292670222657304e+34,5.60209541137412e+33,6.115075689736899e+33,0
GX 339-4,BH,10.0,60106.92458,HS,1.8673055273112273e+28,5.336499137538917e+27,0,1.4214387633768704e+34,3.836630864609807e+33,4.451487135728788e+33,0
GX 339-4,BH,10.0,60119.9712,HS,3.0284356255080362e+28,1.0253168883979831e+28,0,3.235945467099004e+34,5.734963980827665e+33,6.154977441466699e+33,0
GX 339-4,BH,10.0,60125.0417,HS,1.233892208571939e+28,4.11297402857313e+27,1,3.671757642332063e+34,4.9124100820411605e+33,5.034391225114536e+33,0
GX 339-4,BH,10.0,60132.89256,HS,2.9947352796500822e+28,9.98245093216694e+27,1,4.672816090073209e+34,6.376246713909771e+33,6.555436829587137e+33,0
GX 339-4,BH,10.0,60141.70503,HS,2.1843951451565303e+28,7.281317150521768e+27,1,2.7538111290447784e+34,5.348704194824527e+33,5.860229834902484e+33,0
GX 339-4,BH,10.0,60146.70844,HS,1.2020300633971454e+28,4.0067668779904846e+27,1,2.59400377159153e+34,4.590511180328922e+33,4.880896177327123e+33,0
GX 339-4,BH,10.0,60153.7711,HS,1.3463288170252977e+28,4.487762723417659e+27,1,1.6511323374493428e+34,3.866383281600907e+33,4.3023320030920395e+33,0
GX 339-4,BH,10.0,60169.68212,HS,7.334420725813091e+27,2.4448069086043635e+27,1,1.6986382623206755e+34,3.6989248142602094e+33,4.117420448245387e+33,0
GX 339-4,BH,10.0,60183.59858,HS,2.2027771519881426e+28,5.548424407826764e+27,0,3.5225127156568825e+34,7.86084229531726e+33,8.668435557466606e+33,0
GX 339-4,BH,10.0,60191.61259,HS,2.4218294000648486e+28,6.110652337637777e+27,0,7.377560710927879e+34,1.1182719580457474e+34,1.1383577852911436e+34,0
GX 339-4,BH,10.0,60195.57771,HS,2.5765446242309142e+28,7.525169087797223e+27,0,5.252899949668736e+34,6.298268070452772e+33,6.882475242813124e+33,0
GX 339-4,BH,10.0,60210.60714,HS,5.65399893462325e+28,5.136983980257053e+27,0,1.4535690364143286e+35,2.0853487426436395e+34,2.177371897256007e+34,0
H1743-322,candidateBH,8.5,58375.705,HS,2.6783349870609645e+29,1.494768200748242e+28,0,1.3142656186507836e+37,1.4851831337737512e+36,1.6743981489719803e+36,0
H1743-322,candidateBH,8.5,58382.685,HS,1.8704074909640617e+29,1.0866599897069386e+28,0,1.1196877792630026e+37,1.2425193014201389e+36,1.2393381261078783e+36,0
H1743-322,candidateBH,8.5,58389.716,HS,9.739399952948962e+28,7.371320548416142e+27,0,5.467381959173012e+36,5.308879583182141e+35,5.225764166118212e+35,0
H1743-322,candidateBH,8.5,58396.662,HS,3.541599982890532e+28,9.029343711049348e+27,0,1.8770015916909896e+36,1.890707953643656e+35,1.870299317636339e+35,0
H1743-322,candidateBH,8.5,58403.633,HS,2.2134999893065824e+28,1.1122699789941786e+28,0,5.9414488989878565e+35,6.649220808021186e+34,6.628995872129505e+34,0
H1743-322,candidateBH,8.5,58410.591,HS,1.2174249941186202e+28,4.0580833137287337e+27,1,1.6416323501490324e+35,2.1888099027068677e+34,1.9274103177751365e+34,0
H1743-322,candidateBH,8.5,58418.511,HS,1.2174249941186202e+28,4.0580833137287337e+27,1,7.781835899905959e+34,4.39272040208839e+34,1.008623912204624e+35,0
IGR J17091-3624,candidateBH,14.0,59657.09335,HS,1.1949529907669744e+30,6.0048639577186144e+28,0,1.1455199335813326e+38,1.086547541120528e+37,1.0805516180277355e+37,0
IGR J17091-3624,candidateBH,14.0,59666.08307,SS,1.7014569343408152e+30,8.540333176298453e+28,0,1.317305675711085e+38,1.1824510638158916e+37,1.1697085947509486e+37,0
IGR J17091-3624,candidateBH,14.0,59673.06093,SS,1.546233141319075e+30,7.754450211328396e+28,0,1.3715120581048497e+38,1.0990414969035243e+37,1.0763608732004174e+37,0
IGR J17091-3624,candidateBH,14.0,59679.06407,SS,4.0532325063703905e+29,2.122429565796084e+28,0,1.27853259731035e+38,9.665972045916658e+36,9.422153531013356e+36,0
IGR J17091-3624,candidateBH,14.0,59685.19836,SS,4.713759285186306e+29,2.4397572571387064e+28,0,1.3884402148485226e+38,1.105942945422827e+37,1.0826053550273913e+37,0
IGR J17091-3624,candidateBH,14.0,59715.02642,SS,2.2517958368724396e+28,6.700537939302482e+27,0,1.190374780941659e+38,1.091140652405897e+37,1.0813889947089666e+37,0
IGR J17091-3624,candidateBH,14.0,59742.94477,SS,1.981580336447747e+28,6.382401394972313e+27,0,1.431445106849211e+38,1.363935985760398e+37,1.3569329365908595e+37,0
IGR J17091-3624,candidateBH,14.0,59763.89324,SS,1.9215324474644816e+28,5.489047130838972e+27,0,1.2809492727536545e+38,1.2794543746430757e+37,1.2790444461911642e+37,0
IGR J17091-3624,candidateBH,14.0,59811.7387,SS,6.241978059810402e+29,3.1901203974648884e+28,0,8.5061471657177235e+37,7.977308540426297e+36,7.92274159390997e+36,0
IGR J17091-3624,candidateBH,14.0,59846.76785,SS,1.0628476350037912e+29,7.796346057431723e+27,0,4.564734647767457e+37,3.425213822404051e+36,3.3364036598727764e+36,0
IGR J17091-3624,candidateBH,14.0,59852.54584,SS,2.3118437258557044e+29,1.3025859857718603e+28,0,4.0663161900339893e+37,2.9298181937853006e+36,2.8449719439729564e+36,0
IGR J17091-3624,candidateBH,14.0,59859.72204,SS,2.6871430320011112e+29,1.4716519003292472e+28,0,3.5547256350674105e+37,2.79408139543604e+36,2.73110757777046e+36,0
IGR J17091-3624,candidateBH,14.0,59867.4988,SS,1.3390679243268107e+29,9.618399180481157e+27,0,3.233520274265629e+37,2.990356927423558e+36,2.965200942950111e+36,0
IGR J17091-3624,candidateBH,14.0,59873.63233,SS,2.1917479478891744e+29,1.2496058034051196e+28,0,2.9701416983954736e+37,2.4661104141285856e+36,2.421120005487982e+36,0
IGR J17091-3624,candidateBH,14.0,59986.25469,HS,2.0716521699226445e+28,6.905507233075483e+27,1,8.20967232193077e+35,2.736557440643591e+35,0.0,1
MAXI J1348-630,candidateBH,2.2,58512.029,HS,1.01572842415876e+29,5.091619115549067e+27,0,1.9882777147469815e+37,1.429853352747486e+36,1.3885186620250776e+36,0
MAXI J1348-630,candidateBH,2.2,58515.161,HS,2.1182015385558958e+29,1.0628310811117206e+28,0,3.411798320116889e+37,2.763314361091334e+36,2.709319939494601e+36,0
MAXI J1348-630,candidateBH,2.2,58523.219,SS,3.600275348697035e+30,1.8040420141495685e+29,0,1.4605012354243243e+38,1.0531852338226568e+37,1.0227121560496125e+37,0
MAXI J1348-630,candidateBH,2.2,58530.114,SS,1.1884763970266368e+29,6.04555170789692e+27,0,1.2966283138922434e+38,1.2233178090491777e+37,1.2159613254380397e+37,0
MAXI J1348-630,candidateBH,2.2,58537.092,SS,1.5250754514558898e+28,8.15518797172852e+26,0,1.0817748629258512e+38,9.489738523669171e+36,9.367433929083687e+36,0
MAXI J1348-630,candidateBH,2.2,58543.076,SS,1.119525489401261e+28,6.201399340330312e+26,0,9.866530073364097e+37,8.183364105232562e+36,8.037860882451253e+36,0
MAXI J1348-630,candidateBH,2.2,58551.1,SS,8.896891306500088e+26,2.9656304355000296e+26,1,8.422123888052699e+37,7.250422799928795e+36,7.14494046166016e+36,0
MAXI J1348-630,candidateBH,2.2,58560.075,SS,8.896891306500088e+26,2.9656304355000296e+26,1,5.017793358552132e+37,3.892615214731352e+36,3.802319384661069e+36,0
MAXI J1348-630,candidateBH,2.2,58567.074,SS,8.896891306500088e+26,2.9656304355000296e+26,1,3.6797591121707123e+37,2.666553200414511e+36,2.5910470474601572e+36,0
MAXI J1348-630,candidateBH,2.2,58574.061,IMS,5.9942805177544335e+28,3.0392473060798377e+27,0,3.3133085937167076e+37,3.1588871396189745e+36,3.1431678571520747e+36,0
MAXI J1348-630,candidateBH,2.2,58582.053,IMS,6.932161142981318e+28,3.52972514149306e+27,0,2.526339428699279e+37,2.1356528477220078e+36,2.101201661392854e+36,0
MAXI J1348-630,candidateBH,2.2,58588.053,SS,1.0009002719812598e+27,3.336334239937533e+26,1,2.567633713947139e+37,2.15189412903692e+36,2.1155546622928178e+36,0
MAXI J1348-630,candidateBH,2.2,58607.908,HS,2.5422866908323993e+28,1.2988628149360488e+27,0,1.873956290617228e+36,1.3524336837481058e+35,1.3126931204524723e+35,0
MAXI J1348-630,candidateBH,2.2,58614.909,HS,2.394746576666273e+27,3.198228677186451e+26,0,2.3308993295251835e+35,1.8522448606008653e+34,1.8062599920189834e+34,0
MAXI J1348-630,candidateBH,2.2,58621.888,HS,1.9869723917850195e+27,3.268556638501065e+26,0,3.011970321677823e+34,2.7770988758493166e+33,2.5856988308656156e+33,0
MAXI J1348-630,candidateBH,2.2,58628.019,HS,9.860721198037596e+26,3.0063347179460342e+26,0,3.3461680677140615e+34,1.1153893559046876e+34,0.0,1
MAXI J1348-630,candidateBH,2.2,58634.896,HS,5.886776414467557e+27,5.1500298705187105e+26,0,4.730921054539961e+35,3.850364895222362e+34,3.7860405781171023e+34,0
MAXI J1348-630,candidateBH,2.2,58650.881,HS,4.6389874087309195e+28,2.4156252594107797e+27,0,5.741672510720632e+36,5.758471469181713e+35,5.757691418665262e+35,0
MAXI J1348-630,candidateBH,2.2,58686.86,HS,8.199968154157582e+27,4.664443869828367e+26,0,1.3934068758985725e+36,1.0422375754854937e+35,1.014841318798928e+35,0
MAXI J1348-630,candidateBH,2.2,58691.75,HS,5.1824391860363e+27,3.185898891184735e+26,0,6.852692810276773e+35,5.937600898810451e+34,5.853666469250492e+34,0
MAXI J1348-630,candidateBH,2.2,58699.713,HS,3.262193479050032e+27,3.515241705964122e+26,0,5.903641402718787e+34,6.104547228656599e+33,6.21267452285713e+33,0
MAXI J1348-630,candidateBH,2.2,58705.765,HS,1.0305565763362601e+27,2.9370434543343658e+26,0,5.334299099035662e+33,5.662235968771008e+32,6.868959887701519e+32,0
MAXI J1348-630,candidateBH,2.2,58711.867,HS,1.0009002719812598e+27,3.336334239937533e+26,1,4.67571803103717e+33,1.558572677012391e+33,0.0,1
MAXI J1348-630,candidateBH,2.2,58718.658,HS,8.15548369762508e+26,2.7184945658750264e+26,1,3.120978444467246e+33,1.040326148155749e+33,0.0,1
MAXI J1348-630,candidateBH,2.2,58726.741,HS,8.896891306500088e+26,2.9656304355000296e+26,1,1.3406909670726948e+32,4.468969890242317e+31,0.0,1
MAXI J1348-630,candidateBH,2.2,58775.61615,HS,1.1121114133125108e+27,3.707038044375036e+26,1,4.8186784281458336e+32,1.4436265918352353e+32,2.0397285874170856e+32,0
MAXI J1348-630,candidateBH,2.2,58782.59722,HS,1.1121114133125108e+27,3.707038044375036e+26,1,7.104912684956979e+32,2.3683042283189936e+32,0.0,1
MAXI J1348-630,candidateBH,2.2,58788.66968,HS,1.3345336959750129e+27,4.4484456532500424e+26,1,3.8408120619691065e+32,1.2802706873230363e+32,0.0,1
MAXI J1348-630,candidateBH,2.2,58817.44918,HS,3.514272066067534e+27,2.608332662424498e+26,0,3.9164772986295963e+34,4.29615594616434e+33,4.334669698805082e+33,0
MAXI J1348-630,candidateBH,2.2,58824.39566,HS,1.215908478555012e+27,2.234381625072498e+26,0,3.183885799175014e+33,4.492760822050988e+32,5.232165170867647e+32,0
MAXI J1348-630,candidateBH,2.2,58832.38681,HS,8.896891306500088e+26,2.9656304355000296e+26,1,1.817906367867967e+32,5.206222617598654e+31,6.396859612523329e+31,0
MAXI J1348-630,candidateBH,2.2,58837.42836,HS,8.896891306500088e+26,2.9656304355000296e+26,1,2.9380758117026655e+32,9.793586039008893e+31,0.0,1
MAXI J1348-630,candidateBH,2.2,58845.27234,HS,1.1121114133125108e+27,3.707038044375036e+26,1,4.280770211749333e+32,1.4269234039164447e+32,0.0,1
MAXI J1348-630,candidateBH,2.2,58851.39722,HS,1.3345336959750129e+27,4.4484456532500424e+26,1,3.475348166601598e+32,1.1584493888671995e+32,0.0,1
MAXI J1631-479,candidateBH,5.1,58502.35038,SS,1.8606680910111126e+29,1.224951954033913e+28,0,1.977254443755043e+38,2.650737413742049e+37,2.629763257324244e+37,0
MAXI J1631-479,candidateBH,5.1,58509.3506,HS,2.741198386757271e+29,1.7423558381770655e+28,0,1.7674737618538142e+38,2.3230157590514178e+37,2.2981381967195704e+37,0
MAXI J1631-479,candidateBH,5.1,58515.17573,HS,1.338724793532621e+29,8.973436135498325e+27,0,1.2978230716398074e+38,1.6408005449362076e+37,1.6145710019288844e+37,0
MAXI J1631-479,candidateBH,5.1,58523.23337,HS,1.8686366909726167e+29,1.3950185887893138e+28,0,1.1048033303246975e+38,1.3968005385030483e+37,1.374181426375458e+37,0
MAXI J1631-479,candidateBH,5.1,58530.12843,HS,1.9363697906453983e+29,1.2290063971692656e+28,0,8.3824034554674445e+37,1.1099949188218466e+37,1.0992706558817648e+37,0
MAXI J1631-479,candidateBH,5.1,58543.09068,HS,1.589735692319987e+29,1.125522432616869e+28,0,4.472386775528388e+37,6.293538678203742e+36,6.288757467394606e+36,0
MAXI J1631-479,candidateBH,5.1,58560.08841,SS,6.219492269953633e+29,3.6931264002411342e+28,0,3.0204248145922127e+37,4.0929530465308927e+36,4.066895885171715e+36,0
MAXI J1631-479,candidateBH,5.1,58567.08829,SS,1.48853447280889e+30,7.841912137374877e+28,0,3.7877738881287363e+37,5.129847081268268e+36,5.081133227398718e+36,0
MAXI J1631-479,candidateBH,5.1,58574.07443,SS,8.881004657095869e+29,4.9170366162756965e+28,0,2.636343381295358e+37,3.697770759443782e+36,3.693126475719581e+36,0
MAXI J1631-479,candidateBH,5.1,58582.06773,SS,2.9125232859296e+29,1.8105136538314414e+28,0,2.1963005889691476e+37,3.103788168120282e+36,3.101754183460102e+36,0
MAXI J1631-479,candidateBH,5.1,58588.06741,SS,1.3865363933016428e+29,1.1490820613405452e+28,0,1.9861494566477985e+37,2.6229527034682486e+36,2.5966094375004856e+36,0
MAXI J1631-479,candidateBH,5.1,58614.92263,SS,9.442790954381879e+28,7.008546750998059e+27,0,7.150104786818158e+36,9.926049996599835e+35,9.778603040681141e+35,0
MAXI J1631-479,candidateBH,5.1,58621.90184,SS,9.602162953611953e+28,9.646635355989154e+27,0,8.300960914611099e+36,3.868121084551749e+36,3.7261470538076083e+36,0
MAXI J1631-479,candidateBH,5.1,58628.03314,SS,9.721691953034505e+28,8.663814271905304e+27,0,4.413584306817527e+36,6.234360469408278e+35,6.038097650712896e+35,0
MAXI J1631-479,candidateBH,5.1,58634.88214,IMS,1.0598237948799913e+29,8.917091231757795e+27,0,1.2828645709680942e+36,1.6747855169112185e+35,1.6541171520338397e+35,0
MAXI J1631-479,candidateBH,5.1,58642.86354,HS,7.570169963428509e+28,6.09806190879778e+27,0,6.301890826423162e+35,8.270973006997609e+34,8.170259779196107e+34,0
MAXI J1631-479,candidateBH,5.1,58650.86677,HS,6.036214470839048e+28,4.136590444167927e+27,0,1.3484070890444195e+35,1.8992857477559394e+34,1.8981185256891378e+34,0
MAXI J1631-479,candidateBH,5.1,58658.78311,HS,4.542101978057105e+28,6.022622303825896e+27,0,2.455047539639769e+35,3.3403356344832588e+34,3.3211752847431172e+34,0
MAXI J1631-479,candidateBH,5.1,58664.71006,HS,6.852995966893177e+28,1.0911163900616157e+28,0,1.0919464367166203e+36,1.092705139646274e+35,1.0921976782565163e+35,0
MAXI J1631-479,candidateBH,5.1,58678.89758,SS,2.454328788143138e+28,4.207096288185268e+27,0,1.1553513089752172e+37,1.5670683146168277e+36,1.556331872475882e+36,0
MAXI J1631-479,candidateBH,5.1,58686.84477,SS,2.8009628864685485e+28,4.03586627524282e+27,0,1.4479954115151127e+37,1.8224663226149728e+36,1.792252033427163e+36,0
MAXI J1631-479,candidateBH,5.1,58691.7358,SS,3.028067985371404e+28,4.486541157153594e+27,0,1.5284201171800717e+37,1.9473342613330296e+36,1.9182103309195002e+36,0
MAXI J1631-479,candidateBH,5.1,58699.69907,SS,4.581944977864624e+28,7.528772082862571e+27,0,1.3824666792116936e+37,1.9152426882216757e+36,1.9079642660353004e+36,0
MAXI J1631-479,candidateBH,5.1,58705.75117,SS,3.4743095832156106e+28,6.530480371668079e+27,0,1.2054638539465064e+37,1.571195527123696e+36,1.552542565465142e+36,0
MAXI J1803-298,candidateBH,8.0,59349.94,IMS,2.0251579473098877e+30,1.0128523042666572e+29,0,1.1559357440976308e+38,1.1446425507234304e+37,1.1432106341722738e+37,0
MAXI J1803-298,candidateBH,8.0,59356.05,IMS,2.083294107582665e+29,1.0599405116122042e+28,0,7.594794003596576e+37,5.642020358273798e+36,5.491836571126422e+36,0
MAXI J1803-298,candidateBH,8.0,59361.98,SS,1.8264361987889437e+29,9.340302995868117e+27,0,8.905942415154013e+37,6.412927726922838e+36,6.227167476541785e+36,0
MAXI J1803-298,candidateBH,8.0,59370.93,SS,8.209649344422231e+29,4.109984371829757e+28,0,5.134577390840755e+37,5.0340676182493825e+36,5.0216694466908414e+36,0
MAXI J1803-298,candidateBH,8.0,59377.99,SS,3.961690112348965e+29,1.989583881862165e+28,0,5.207380954893617e+37,4.695104888520734e+36,4.6439931873297515e+36,0
MAXI J1803-298,candidateBH,8.0,59384.94,SS,1.0137064034072827e+29,5.673382861804484e+27,0,2.785631930792434e+37,2.6337821195631763e+36,2.6180034720512366e+36,0
MAXI J1803-298,candidateBH,8.0,59392.07,SS,3.078373410733915e+28,2.492714597068056e+27,0,3.9972613054951884e+37,3.2609557163734817e+36,3.19792142710801e+36,0
MAXI J1803-298,candidateBH,8.0,59399.94,SS,1.5784016532743957e+28,2.2048656770741216e+27,0,4.1970547427743398e+37,3.86287244452864e+36,3.8291885375564093e+36,0
MAXI J1803-298,candidateBH,8.0,59407.05,SS,7.156727993107508e+27,2.3855759977025025e+27,1,2.904634823921478e+37,2.7329227525553546e+36,2.7153022911142655e+36,0
MAXI J1803-298,candidateBH,8.0,59421.72,SS,6.764578514033126e+27,2.2548595046777089e+27,1,1.6975677924576607e+37,1.5111122232143995e+36,1.493374923809862e+36,0
MAXI J1803-298,candidateBH,8.0,59448.65,SS,6.66654114426453e+27,2.2221803814215098e+27,1,1.517034109972336e+37,1.243798840459226e+36,1.2203010901453214e+36,0
MAXI J1803-298,candidateBH,8.0,59454.66,SS,6.568503774495934e+27,2.1895012581653113e+27,1,1.4431646924218518e+37,1.3355237243761008e+36,1.324420970888716e+36,0
MAXI J1803-298,candidateBH,8.0,59462.73,SS,6.66654114426453e+27,2.2221803814215098e+27,1,1.4226576997635553e+37,1.1798806028435532e+36,1.1585971982726769e+36,0
MAXI J1803-298,candidateBH,8.0,59470.62,SS,6.764578514033126e+27,2.2548595046777089e+27,1,8.207822758823977e+36,6.2417216671194055e+35,6.084754484728639e+35,0
MAXI J1803-298,candidateBH,8.0,59477.66,SS,4.597952642147153e+28,3.152328321493638e+27,0,6.664981320450691e+36,5.109116135421873e+35,4.981847493655706e+35,0
