## Data from Lilia and Justine -- to be updated


## SOURCE_METADATA
# class, l_deg, b_deg, coordinates_refs, D, D_prob, distance_distribution_text, distance_refs
BH,338.939124281,-4.326468248, [https://ui.adsabs.harvard.edu/abs/2007A&A...469..807L/abstract], 10.0, "(""uniform"", 8, 12)", 8.0-12.0, [https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.1026Z/abstract]

## OBS_METADATA
# xray_CI, xray_obs_ref, radio_obs_ref, extra_xray_text, extra_radio_text
68, [Crook-Mansour et al. (in prep.) &], [Tremou et al. (in prep.) & ], "", "The MeerKAT images can be found <a href='https://archive-gw-1.kat.ac.za/public/repository/10.48479/4fpq-sd16/index.html' target='_blank'>here</a>."





## XRAY_DATA
# obsID, t_xray, dt_xray, Xphase, Xstate, Fx, Fx_unc_l, Fx_unc_u, Fx_uplim, model, fit_stat
1539955889,L,58410.5777,0.01018087845,quiescence,QS,,,8.460E-02,,,
1540640133,L,58418.49754,0.01027343189,quiescence,QS,,,7.761E-02,,,
1541242861,L,58425.4733,0.01036598533,quiescence,QS,,,8.199E-02,,,
1541845876,L,58432.45356,0.01036598485,quiescence,QS,,,7.956E-02,,,
1542451956,L,58439.46743,0.01036598532,quiescence,QS,,,9.693E-02,,,
1543053930,L,58446.43476,0.01027343141,rise,HS,4.152E-01,5.350E-02,,,,
1543743065,L,58454.41092,0.01036598486,rise,HS,8.495E-01,5.770E-02,,,,
1544259897,L,58460.39276,0.01036598485,rise,HS,1.580E+00,5.620E-02,,,,
1544882682,L,58467.60081,0.01036598485,rise,HS,2.300E+00,5.580E-02,,,,
1545484573,L,58474.56759,0.01036598485,rise,HS,3.170E+00,6.750E-02,,,,
1546087573,L,58481.54631,0.01036598533,rise,HS,3.760E+00,6.420E-02,,,,
1546686970,L,58488.48379,0.01036598486,rise,HS,3.720E+00,5.440E-02,,,,
1547288173,L,58495.45608,0.01045853829,rise,HS,4.090E+00,5.820E-02,,,,
1547884999,L,58502.36427,0.01036598533,peak/trough,HS,4.210E+00,5.180E-02,,,0.037,0.0027
1548489789,L,58509.36449,0.01036598533,peak/trough,HS,4.160E+00,5.240E-02,,,0.034,0.0013
1548991875,L,58515.18948,0.01036598485,decay,HS,4.220E+00,5.450E-02,,,-0.02,0.0024
1549688122,L,58523.24712,0.01027343188,decay,HS,4.000E+00,6.410E-02,,,-0.08,0.0016
1550284172,L,58530.14203,0.01036598532,decay,HS,3.630E+00,5.270E-02,,,0.059,0.0018
1550886965,L,58537.11945,0.01036598486,decay,HS,3.420E+00,5.510E-02,,,-0.0692078168255E-4,0.0033
1551404170,L,58543.10406,0.01036598486,decay,HS,3.030E+00,4.990E-02,,,0.047,0.0022
1552093390,L,58551.05809,0.01036598486,decay,HS,3.010E+00,5.480E-02,,,-0.02,0.0017
1552872672,L,58560.10035,0.006848954581,decay,HS,2.850E+00,6.640E-02,,,,
1553477469,L,58567.10024,0.006848954581,decay,HS,2.460E+00,5.810E-02,,,-0.02,0.0028
1554080984,L,58574.08638,0.006848954581,decay,HS,2.180E+00,6.560E-02,,,-0.01,0.0021
1554771678,L,58582.07977,0.006848954123,decay,HS,1.970E+00,7.080E-02,,,-0.19,0.005
1555290074,L,58588.07977,0.006941507556,decay,HS,1.630E+00,5.540E-02,,,-0.27,0.005
1555723938,L,58593.10137,0.006848954115,decay,HS,1.490E+00,5.640E-02,,,0.393,0.004
1556507556,L,58602.17068,0.00684895413,decay,HS,1.420E+00,6.620E-02,,,0.012,0.008
1557005454,L,58607.93405,0.006848954115,decay,HS,1.130E+00,5.510E-02,,,0.192,0.008
1557610250,L,58614.93467,0.006848954581,decay,HS,9.407E-01,5.960E-02,,,0.01,0.01
1558213252,L,58621.91388,0.006941507556,decay,HS,8.035E-01,7.200E-02,,,-0.07,0.011
1558743128,L,58628.04522,0.00694150757,decay,HS,5.990E-01,6.540E-02,,,0.367,0.014
1559334653,L,58634.90691,0.006941508036,decay,HS,5.035E-01,6.530E-02,,,-0.3,0.01
1560024256,L,58642.88835,0.006848954588,decay,HS,4.233E-01,6.700E-02,,,0.516,0.022
1560717071,L,58650.89158,0.006848954581,peak/trough,HS,2.950E-01,6.200E-02,,,-0.81,0.016
1561401054,L,58658.80788,0.006941508022,peak/trough,HS,3.982E-01,5.290E-02,,,-0.35,0.024
1561913155,L,58664.73464,0.006941508022,rise,HS,4.018E-01,5.680E-02,,,-0.08,0.019
1562529792,L,58671.87165,0.006848954115,rise,HS,4.818E-01,5.460E-02,,,-1.29,0.2
1563139019,L,58678.92249,0.006848954588,rise,HS,5.148E-01,5.290E-02,,,0.055,0.007
1563825653,L,58686.86963,0.006941507563,rise,HS,7.098E-01,5.820E-02,,,-0.5,0.007
1564248236,L,58691.76061,0.006848954115,rise,HS,6.786E-01,5.950E-02,,,-0.4,0.01
1564936258,L,58699.72388,0.006848954581,rise,HS,7.537E-01,6.860E-02,,,-0.8,0.008
1565459161,L,58705.77584,0.006941508022,rise,HS,7.796E-01,5.410E-02,,,-0.07,0.007
1565987538,L,58711.8776,0.006941507556,rise,HS,9.579E-01,5.460E-02,,,-0.15,0.007
1566574272,L,58718.66876,0.006941507556,rise,HS,1.410E+00,9.770E-02,,,-0.43,0.007
1567272657,L,58726.75162,0.00694150757,rise,HS,1.950E+00,5.710E-02,,,-0.38,0.006
1567871158,L,58733.66452,0.006848954115,rise,HS,2.590E+00,5.720E-02,,,-0.16,0.0033
1568482488,L,58740.74153,0.006848954581,rise,HS,2.960E+00,5.430E-02,,,-0.35,0.005
1569076254,L,58747.61419,0.006848954115,rise,HS,3.270E+00,5.730E-02,,,-0.21,0.004
1569768359,L,58755.63859,0.006848954581,rise,HS,3.800E+00,6.070E-02,,,-0.38,0.006
1570375895,L,58762.65596,0.006848954115,rise,HS,3.970E+00,5.940E-02,,,-0.25,0.0012
1570901089,L,58768.73448,0.006941508022,rise,HS,3.940E+00,7.580E-02,,,-0.23,0.005
1571494725,L,58775.60541,0.006848954596,rise,HS,3.880E+00,5.960E-02,,,-0.2,0.004
1572097857,L,58782.58658,0.006848954581,rise,HS,3.750E+00,6.040E-02,,,-0.29,0.0033
1572623454,L,58788.68181,0.006848954581,rise,HS,4.300E+00,6.820E-02,,,,
1573378478,L,58797.4204,0.006848954115,rise,HS,5.350E+00,6.330E-02,,,,
1573982785,L,58804.41467,0.00684895413,rise,HS,6.890E+00,6.070E-02,,,,
1574582462,L,58811.35693,0.006848954588,rise,HS,9.110E+00,8.300E-02,,,,
1575109856,L,58817.4598,0.006848954581,rise,HS,1.050E+01,5.680E-02,,,,
1575705658,L,58824.37092,0.006848954115,rise,HS,1.230E+01,6.100E-02,,,,
1576400458,L,58832.44017,0.006848954123,rise,HS,1.490E+01,6.060E-02,,,,
1576836058,L,58837.4825,0.006848954123,rise,SS,6.970E+00,5.870E-02,,,,
1577513772,L,58845.32481,0.006848954115,rise,SS,8.880E+01,1.326E-01,,,,
1578042961,L,58851.4513,0.006941508036,rise,SS,2.850E+01,6.550E-02,,,,
1578649561,L,58858.4461,0.00684895413,rise,SS,6.140E+01,9.760E-02,,,,
1579495555,L,58868.23621,0.006941507556,peak/trough,SS,5.520E+01,8.060E-02,,,,
1579925010,L,58873.20673,0.006848954581,decay,SS,6.160E+01,1.135E-01,,,,
1580539555,L,58880.32007,0.006848954581,decay,SS,5.840E+01,7.560E-02,,,,
1581132962,L,58887.17309,0.006848954115,decay,SS,4.350E+01,8.740E-02,,,,
1581735698,L,58894.13512,0.006941507556,decay,SS,2.720E+01,7.280E-02,,,,
1582262704,L,58900.26135,0.006848954115,decay,SS,1.870E+01,6.340E-02,,,,
1583118973,L,58910.17206,0.006848954123,decay,SS,1.560E+01,5.910E-02,,,,
1583721066,L,58917.11396,0.006848954581,decay,SS,1.490E+01,6.640E-02,,,,
1584171959,L,58922.3326,0.00694150757,decay,IMS,1.570E+01,6.730E-02,,,,
1584753662,L,58929.08,0.006848954581,decay,IMS,1.800E+01,6.170E-02,,,,
1585466272,L,58937.32745,0.006848954581,decay,IMS,1.570E+01,6.890E-02,,,,
1585883785,L,58942.1455,0.006941507556,decay,IMS,1.080E+01,7.860E-02,,,,
1586498460,L,58949.25972,0.006941507556,decay,IMS,1.140E+01,5.840E-02,,,,
1587176616,L,58957.10876,0.00684895413,decay,IMS,9.860E+00,5.840E-02,,,,
1587786356,L,58964.16597,0.006848954115,decay,HS,7.790E+00,6.040E-02,,,,
1588375604,L,58970.98595,0.006848954581,decay,HS,5.680E+00,6.140E-02,,,-0.38,0.0029
1588992355,L,58978.13848,0.006848954588,decay,HS,4.280E+00,5.840E-02,,,-0.34,0.0013
1589683557,L,58986.13856,0.006941508036,decay,HS,5.780E+00,5.790E-02,,,,
1590189641,L,58992.01214,0.006848954581,decay,HS,3.780E+00,7.830E-02,,,,
1590975056,L,59001.10205,0.006848954115,decay,HS,3.010E+00,6.010E-02,,,,
1591585260,L,59008.14909,0.00694150757,decay,HS,2.490E+00,5.630E-02,,,-0.54,0.0015
1592167259,L,59014.87091,0.006848954115,decay,HS,1.960E+00,5.350E-02,,,,
1592527255,L,59019.03753,0.006848954115,decay,HS,1.710E+00,5.590E-02,,,,
1593213962,L,59026.98552,0.006848954581,decay,HS,1.540E+00,3.400E-02,,,,
1593890159,L,59034.82418,0.006848954115,decay,HS,1.410E+00,3.170E-02,,,,
1594580523,L,59042.81444,0.006941507556,decay,HS,1.210E+00,3.130E-02,,,-0.88,0.009
1595185558,L,59049.81741,0.006848954115,decay,HS,1.180E+00,3.330E-02,,,-0.82,0.007
1595623962,L,59054.89148,0.006941508036,decay,HS,9.820E-01,2.900E-02,,,,
1596300367,L,59062.70781,0.006848954123,decay,HS,8.530E-01,3.130E-02,,,,
1596904261,L,59069.69732,0.006848954581,decay,HS,8.310E-01,3.280E-02,,,,
1597515368,L,59076.77035,0.006848954115,decay,HS,6.460E-01,3.610E-02,,,,
1598130064,L,59083.88486,0.006941508022,decay,HS,4.910E-01,3.200E-02,,,0.285,0.021
1598801721,L,59091.67337,0.006848954581,decay,HS,3.670E-01,3.450E-02,,,,
1599251463,L,59096.86467,0.006848954115,decay,HS,3.360E-01,3.640E-02,,,-0.54,0.07
1599928833,L,59104.71897,0.006848954115,decay,HS,2.110E-01,3.310E-02,,,0.054,0.033
1600623068,L,59112.75349,0.006941507556,decay,HS,2.850E-01,3.360E-02,,,,
1601142995,L,59118.79093,0.006848954581,decay,HS,1.880E-01,3.220E-02,,,,
1601731867,L,59125.58707,0.006941507563,decay,HS,1.630E-01,3.290E-02,,,,
1602343380,L,59132.66506,0.006941507556,decay,HS,2.410E-01,3.180E-02,,,,
1602938168,L,59139.5344,0.00694150757,decay,HS,1.850E-01,3.180E-02,,,,
1603632965,L,59147.57604,0.006848954581,decay,HS,1.790E-01,3.320E-02,,,,
1604061244,L,59152.53373,0.006941508036,decay,HS,2.070E-01,3.800E-02,,,,
1604831346,L,59161.44692,0.00694150757,decay,HS,1.560E-01,3.940E-02,,,,
1605454262,L,59168.65648,0.006941508036,decay,HS,1.140E-01,3.200E-02,,,,
1606051862,L,59175.5888,0.006941508022,decay,HS,1.480E-01,3.500E-02,,,,
1606572945,L,59181.60422,0.00694150757,decay,HS,7.000E-02,1.000E-02,,,,
1607167268,L,59188.49862,0.006941507563,decay,HS,1.270E-01,3.370E-02,,,,
1607847949,L,59196.36128,0.006848954588,peak/trough,HS,1.140E-01,3.280E-02,,,,
1608466570,L,59203.52051,0.006941507556,peak/trough,HS,2.060E-01,3.630E-02,,,,
1609148467,L,59211.41293,0.006941508022,rise,HS,1.890E-01,3.550E-02,,,,
1609769942,L,59218.60583,0.006941507563,rise,HS,2.640E-01,4.950E-02,,,,
1610180483,L,59223.37269,0.006941508022,rise,HS,3.630E-01,3.250E-02,,,,
1610782322,L,59230.33781,0.006941507556,rise,HS,1.080E+00,3.580E-02,,,,
1611487864,L,59238.48995,0.006941507563,rise,HS,2.670E+00,4.050E-02,,,-0.2,0.0404
1611982081,L,59244.21015,0.006941507556,rise,HS,3.870E+00,3.420E-02,,,-0.16,0.0607
1612607468,L,59251.44824,0.006941507556,rise,HS,5.970E+00,3.490E-02,,,-0.08,0.033
1613382663,L,59260.42055,0.006848954115,rise,HS,9.350E+00,4.080E-02,,,-0.03,0.0117
1613817966,L,59265.45867,0.00694150757,rise,HS,1.040E+01,4.140E-02,,,,
1614495843,L,59273.30386,0.006848954596,rise,HS,1.090E+01,3.520E-02,,,,
1615005089,L,59279.21297,0.006941508022,rise,HS,1.170E+01,3.170E-02,,,,
1615181468,L,59281.24699,0.02082452364,rise,HS,1.340E+01,2.710E-02,,,,
1615601592,L,59286.10265,0.006848954115,rise,HS,1.230E+01,3.670E-02,,,,
1616209876,L,59293.14299,0.00684895413,rise,HS,1.520E+01,3.270E-02,,,,
1616913070,L,59301.28175,0.006941508029,peak/trough,IMS,4.700E+00,3.310E-02,,,,
1617595273,L,59309.17674,0.006848954596,peak/trough,IMS,1.180E+01,3.340E-02,,,,
1618018273,L,59314.07361,0.006848954581,decay,SS,2.790E+01,4.470E-02,,,,
1618787776,L,59322.99552,0.006941508022,decay,SS,2.420E+01,3.610E-02,,,,
1619221578,L,59328.0165,0.006941508022,decay,SS,1.180E+01,3.370E-02,,,,
1619830873,L,59335.06897,0.006941508036,decay,SS,2.170E+01,3.580E-02,,,,
1620351977,L,59341.10074,0.006848954581,decay,SS,1.450E+01,3.420E-02,,,,
1621113378,L,59349.91249,0.006941507556,decay,SS,1.230E+01,3.300E-02,,,,
1621641679,L,59356.02457,0.006941508029,decay,SS,1.200E+01,3.360E-02,,,,
1622155550,L,59361.95779,0.006848954115,decay,SS,8.490E+00,4.230E-02,,,,
1622926875,L,59370.89962,0.006941507556,decay,SS,4.940E+00,4.560E-02,,,,
1623537075,L,59377.94863,0.006941508036,decay,SS,3.590E+00,3.230E-02,,,,
1624136593,L,59384.90198,0.006848954115,decay,SS,2.870E+00,3.270E-02,,,,
1624752089,L,59392.02533,0.006941508022,decay,SS,2.130E+00,3.330E-02,,,,
1625431872,L,59399.89352,0.006941507556,decay,SS,1.340E+00,3.250E-02,,,,
1626045690,L,59407.01157,0.006941508036,decay,SS,1.050E+00,3.220E-02,,,,
1627313073,L,59421.69464,0.006941508036,decay,SS,5.027E-01,3.590E-02,,,,
1627759641,L,59426.85107,0.006848954581,decay,SS,4.015E-01,3.080E-02,,,,
1628363787,L,59433.8276,0.006941507563,unclear,SS,3.862E-01,3.240E-02,,,,
1629060080,L,59441.00347,0.00694444,unclear,SS,4.019E-01,3.330E-02,,,,
1629643583,L,59448.63946,0.006941507556,unclear,SS,4.353E-01,3.320E-02,,,,
1630162277,L,59454.64299,0.006941507556,unclear,SS,3.908E-01,3.580E-02,,,,
1630859622,L,59462.71478,0.006941508029,unclear,SS,6.223E-01,3.400E-02,,,,
1631541977,L,59470.6125,0.006941508022,unclear,SS,4.218E-01,3.540E-02,,,,
1632148282,L,59477.63002,0.006941508022,rise,SS,3.244E-01,3.590E-02,,,,
1632745869,L,59484.5467,0.006941507556,rise,IMS,4.585E-01,3.820E-02,,,,
1633356072,L,59491.60937,0.006848954581,rise,IMS,3.650E+00,3.350E-02,,,-0.23,0.0022
1633788074,L,59496.60923,0.006941508029,peak/trough,HS,4.740E+00,3.400E-02,,,,
1634467571,L,59504.47331,0.006941508022,peak/trough,HS,2.460E+00,3.280E-02,,,-0.35,0.0032
1634986873,L,59510.48376,0.00694150757,decay,HS,1.290E+00,3.390E-02,,,-0.23,2.00E-04
1635685270,L,59518.56748,0.006941508022,decay,HS,8.185E-01,3.320E-02,,,-0.03,0.005
1636381868,L,59526.62939,0.006941507563,decay,HS,4.942E-01,3.680E-02,,,,
1636886466,L,59532.4703,0.006941507556,decay,HS,4.929E-01,3.290E-02,,,,
1637335706,L,59537.66858,0.006848954123,decay,HS,3.883E-01,3.500E-02,,,,
1638001320,L,59545.40149,0.006848954581,decay,HS,2.699E-01,3.570E-02,,,,
1638611175,L,59552.41727,0.006848954581,decay,HS,1.708E-01,3.410E-02,,,,
1639226621,L,59559.56945,0.006848954596,decay,HS,2.165E-01,3.410E-02,,,,
1639819878,L,59566.42157,0.006848954581,decay,HS,2.569E-01,3.340E-02,,,,
1640341567,L,59572.45953,0.006941507563,decay,HS,2.508E-01,3.740E-02,,,,
1641196873,L,59582.35928,0.006848954115,decay,HS,1.826E-01,3.210E-02,,,,
1642315571,L,59595.30723,0.006941507556,decay,HS,2.307E-01,3.420E-02,,,,
1642916620,L,59602.26441,0.006941507563,decay,HS,1.577E-01,7.000E-04,,,,
1643448991,L,59608.42484,0.006848954123,quiescence,QS,,,8.000E-02,,,
1644134472,L,59616.35863,0.006941507556,quiescence,QS,,,7.107E-02,,,
1644813073,L,59624.21333,0.006848954115,quiescence,QS,,,9.000E-02,,,
1645173077,L,59628.37956,0.006848954115,quiescence,QS,,,9.000E-02,,,
1645948276,L,59637.35174,0.006848954596,quiescence,QS,,,9.589E-02,,,
1646629276,L,59645.24753,0.006941508022,quiescence,QS,,,9.072E-02,,,
1647406582,L,59654.23135,0.006941507556,quiescence,QS,,,9.000E-02,,,
1647652872,L,59657.08108,0.006941508022,quiescence,QS,,,1.071E-01,,,
1648429574,L,59666.07072,0.00694150757,quiescence,QS,,,9.000E-02,,,
1649032478,L,59673.04867,0.006941507556,quiescence,QS,,,1.050E-01,,,
1649551118,L,59679.05171,0.006941508022,quiescence,QS,,,5.471E-02,,,
1650081167,L,59685.18614,0.006848954581,quiescence,QS,,,1.010E-01,,,
1650848472,L,59694.06722,0.006941507556,quiescence,QS,,,9.874E-02,,,
1651361711,L,59700.00777,0.006848954596,quiescence,QS,,,9.000E-02,,,
1652658233,L,59715.0136,0.006941507556,unclear,HS,,,1.422E-01,,,
1653339725,L,59722.90115,0.006941508036,unclear,HS,,,1.134E-01,,,
1653701376,L,59727.10054,0.006848954581,unclear,HS,,,8.479E-02,,,
1654290075,L,59733.90085,0.006941508022,unclear,HS,,,1.161E-01,,,
1655070377,L,59742.93195,0.006941507563,unclear,HS,,,6.655E-02,,,
1655498179,L,59747.88022,0.006848954588,unclear,HS,,,8.000E-02,,,
1656540372,L,59759.94545,0.006941508036,unclear,HS,,,9.000E-02,,,
1656880661,L,59763.88033,0.006941507563,unclear,HS,,,8.000E-02,,,
1657395077,L,59769.83427,0.006941508022,unclear,HS,,,7.000E-02,,,
1657909279,L,59775.78574,0.00694150757,unclear,HS,,,6.937E-02,,,
1658516479,L,59782.8271,0.006941508036,unclear,HS,,,6.937E-02,,,
1659200476,L,59790.7154,0.006941507563,unclear,HS,,,7.000E-02,,,
1659823064,L,59797.92122,0.006941507563,rise,HS,2.782E-01,4.600E-02,,,,
1660404079,L,59804.64596,0.006941507556,rise,HS,5.763E-01,3.770E-02,,,-0.037,0.003
1661015807,L,59811.72616,0.006941507556,rise,HS,1.372E+00,4.650E-02,,,-0.011,0.002
1661613139,L,59818.63968,0.006941508022,rise,HS,1.935E+00,4.510E-02,,,,
1662216377,L,59825.6217,0.006848954115,rise,HS,3.094E+00,4.920E-02,,,-0.002,0.00015
1662741220,L,59831.69627,0.006941507556,rise,HS,3.392E+00,4.540E-02,,,-0.013,0.0033
1663346775,L,59838.70506,0.006941508036,rise,HS,3.635E+00,4.560E-02,,,-0.01,0.0032
1664039818,L,59846.72634,0.006848954581,rise,HS,3.803E+00,4.940E-02,,,-0.006,0.0001
1664539279,L,59852.52132,0.00684895413,decay,HS,3.581E+00,5.080E-02,,,-0.01,0.002
1665159058,L,59859.68057,0.006941508022,decay,HS,3.407E+00,4.780E-02,,,-0.007,0.0006
1665831672,L,59867.46535,0.00684895413,decay,HS,2.057E+00,5.130E-02,,,-0.001,0.00014
1666360876,L,59873.59049,0.006941507556,decay,HS,2.044E+00,4.600E-02,,,-0.008,0.0005
1667748675,L,59889.667,0.006941508036,decay,HS,1.565E+00,5.510E-02,,,,
1668177075,L,59894.62541,0.006941507556,decay,HS,1.496E+00,5.670E-02,,,,
1668776479,L,59901.56285,0.00694150757,decay,HS,1.345E+00,5.440E-02,,,,
1669467613,L,59909.56217,0.00694150757,decay,HS,9.953E-01,4.478E-02,,,,
1669989370,L,59915.60106,0.006848954581,decay,HS,9.795E-01,6.660E-02,,,,
1670590875,L,59922.56289,0.006848954596,decay,HS,8.368E-01,8.390E-02,,,,
1671435077,L,59932.335,0.006941508036,decay,HS,4.629E-01,4.500E-02,,,,
1672036274,L,59939.29223,0.006848954581,decay,HS,3.353E-01,4.230E-02,,,,
1672652158,L,59946.42029,0.006941507556,decay,HS,4.030E-01,8.410E-02,,,,
1673079281,L,59951.3641,0.006941507556,decay,HS,2.962E-01,5.820E-02,,,,
1673684514,L,59958.36912,0.006941508022,decay,HS,1.633E-01,4.610E-02,,,,
1674292549,L,59965.40632,0.006848954115,decay,HS,1.338E-01,7.270E-02,,,,
1674890595,L,59972.32838,0.006941507556,unclear,HS,,,4.295E-02,,,
1675486876,L,59979.22998,0.00684895413,unclear,HS,,,7.000E-02,,,
1676104286,L,59986.36136,0.006941507556,unclear,HS,,,7.000E-02,,,
1676952858,L,59996.21293,0.006848954581,unclear,HS,,,7.000E-02,,,
1677385451,L,60001.20386,0.006848954115,unclear,HS,,,7.000E-02,,,
1677989779,L,60008.21264,0.006941508022,unclear,HS,,,1.415E-01,,,
1678597938,L,60015.2226,0.006848954588,unclear,HS,,,1.067E-01,,,
1679115675,L,60021.22943,0.006941508036,unclear,HS,,,7.000E-02,,,
1679703078,L,60028.01404,0.006941507556,unclear,HS,,,7.324E-02,,,
1680330672,L,60035.27791,0.006848954115,unclear,HS,,,8.384E-02,,,
1680927674,L,60042.18763,0.006941508022,unclear,HS,,,9.010E-02,,,
1681614978,L,60050.14256,0.006941507556,unclear,HS,,,1.843E-01,,,
1682135479,L,60056.16683,0.006848954588,unclear,HS,,,1.884E-01,,,
1682819781,L,60064.10134,0.006848954115,unclear,HS,,,7.991E-02,,,
1684711875,L,60085.98607,0.006941507556,unclear,HS,1.681E-01,3.990E-02,,,,
1685152874,L,60091.10425,0.006941507563,unclear,HS,1.700E-01,3.000E-02,,,,
1685742346,L,60097.91253,0.006848954581,unclear,HS,1.620E-01,4.720E-02,,,,
1686520945,L,60106.92458,0.00694150757,unclear,HS,1.219E-01,3.430E-02,,,,
1687648172,L,60119.9712,0.006848954588,unclear,HS,1.977E-01,6.620E-02,,,,
1688086271,L,60125.0417,0.006848954115,unclear,HS,,,8.055E-02,,,
1688764579,L,60132.89256,0.006941508036,unclear,HS,,,1.955E-01,,,
1689525980,L,60141.70503,0.00694150757,unclear,HS,,,1.426E-01,,,
1689958275,L,60146.70844,0.006941508022,unclear,HS,,,7.847E-02,,,
1690568489,L,60153.7711,0.006848954115,unclear,HS,,,8.789E-02,,,
1691942477,L,60169.68212,0.006941507556,unclear,HS,,,4.788E-02,,,
1692369676,L,60174.6264,0.006848954115,rise,HS,9.948E-02,3.370E-02,,,,
1693144877,L,60183.59858,0.006944444445,rise,HS,1.438E-01,3.550E-02,,,,
1693837274,L,60191.61259,0.006944444445,rise,HS,1.581E-01,3.910E-02,,,,
1694179874,L,60195.57771,0.006932870368,rise,HS,1.682E-01,4.840E-02,,,,
1694873611,L,60203.60744,0.006941508022,rise,HS,1.965E-01,5.330E-02,,,,
1695478381,L,60210.60714,0.006848954581,rise,HS,3.691E-01,2.800E-02,,,,
