## Data from Joe



## SOURCE_METADATA
# class, l_deg, b_deg, coordinates_refs, D, D_prob, distance_distribution_text, distance_refs
BH,35.85,10.16,[https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract], 2.96, "(""gauss"", 2.96, 0.33)", 2.96 \pm 0.33, [https://ui.adsabs.harvard.edu/abs/2020MNRAS.493L..81A/abstract]

## OBS_METADATA
# xray_CI, xray_obs_ref, radio_obs_ref, extra_xray_text, extra_radio_text
68, [Bright et al. 2020 & https://ui.adsabs.harvard.edu/abs/2020NatAs...4..697B/abstract; Bright et al. 2025 & https://arxiv.org/abs/2507.11303], [Bright et al. 2020 & https://ui.adsabs.harvard.edu/abs/2020NatAs...4..697B/abstract; Bright et al. 2025 & https://arxiv.org/abs/2507.11303],  ,  




## XRAY_DATA
# obsID, t_xray, dt_xray, Xphase, Xstate, Fx, Fx_unc_l, Fx_unc_u, Fx_uplim, model, fit_stat
00015032010pc,59764.87237,0.010625,,HS,9.7704E-13,2.6746E-13,3.2749E-13,,tbabs(pow),
00015032011pc,59770.75833,0.009571759263,,HS,1.6584E-12,3.6467E-13,4.2716E-13,,tbabs(pow),
00015032012pc,59777.86936,0.008321759262,,HS,8.7196E-13,2.9270E-13,3.7733E-13,,tbabs(pow),
00015032013pc,59781.56704,0.7865856482,,HS,2.0104E-12,7.7793E-13,1.0504E-12,,tbabs(pow),
00015032015pc,59787.47931,0.6800810185,,HS,1.0358E-12,3.1189E-13,3.9020E-13,,tbabs(pow),
00015032016pc,59792.54108,0.07876157407,,HS,3.6900E-13,9.8099E-14,1.1827E-13,,tbabs(pow),
00015032017pc,59826.35911,0.610787037,,HS,3.6991E-13,9.1494E-14,1.0887E-13,,tbabs(pow),
00015032018pc,59853.3422,0.6221643519,,HS,6.3777E-13,1.3158E-13,1.5234E-13,,tbabs(pow),
00015032019pc,59884.48891,0.08446759259,,HS,4.9818E-13,1.1334E-13,1.3339E-13,,tbabs(pow),
00015032020pc,59903.14451,0.2774652778,,HS,7.6075E-13,1.4773E-13,1.6942E-13,,tbabs(pow),
00015032021pc,60177.09685,1.607523148,,QS,1.1041E-13,4.8609E-14,6.7762E-14,,tbabs(pow),
00015032023pc,60180.65905,0.5470138889,,QS,1.0846E-13,4.7874E-14,6.6750E-14,,tbabs(pow),





## RADIO_DATA
# blockID, band, t_radio, dt_radio, Rphase, Rstate, Fr, Fr_unc, Fr_uplim, local_rms, alpha, alpha_unc
1538156623,L,58389.74588,0.01027343142,,IMS,3.47E+00,4.84E-02,,,,
1538757039,L,58396.695119065,0.01008832454,,HS,1.18E+01,1.24E-01,,,,
1539354654,L,58403.66227690014,0.01008832453,,HS,2.62E+00,3.71E-02,,,,
1539529257,L,58405.67170743807,0.07126614637,,HS,2.42E+00,2.76E-02,,,,
1539955889,L,58410.61921118968,0.01027343142,,HS,1.52E+00,5.71E-02,,,,
1540640133,L,58418.53941717185,0.01036598486,,HS,1.61E+00,5.01E-02,,,,
1541242861,L,58425.50139,0.01027343142,,HS,1.15E+00,4.17E-02,,,,
1541845876,L,58432.48179,0.01036598486,,HS,8.18E-01,4.10E-02,,,,
1542123060,L,58435.67467,0.03517030597,,HS,7.48E-01,2.43E-02,,,,
1542451956,L,58439.48206,0.01036598532,,HS,7.93E-01,5.33E-02,,,,
1543053930,L,58446.44925,0.01036598485,,HS,3.60E-01,5.25E-02,,,,
1543743065,L,58454.42536,0.01036598533,,HS,3.39E-01,6.00E-02,,,,
1544259897,L,58460.4072,0.01036598486,,HS,3.61E-01,2.60E-02,,2.47E+01,,
1544882682,L,58467.61663,0.01036598486,,HS,3.72E-01,2.97E-02,,3.19E+01,,
1545484573,L,58474.58313,0.01035879629,,HS,2.61E-01,2.44E-02,,2.26E+01,,
1546087573,L,58481.56195,0.01036598485,,HS,2.86E-01,2.72E-02,,2.67E+01,,
1546686970,L,58488.49934,0.01036598486,,HS,2.78E-01,1.97E-02,,2.20E+01,,
1547288173,L,58495.47159,0.01036598486,,HS,2.80E-01,2.99E-02,,3.95E+01,,
1547884999,L,58502.37945,0.01036598533,,HS,2.88E-01,2.51E-02,,2.26E+01,,
1548489789,L,58509.37976,0.01036598485,,HS,2.32E-01,2.26E-02,,2.39E+01,,
1548991875,L,58515.20373,0.01036598486,,HS,2.55E-01,2.07E-02,,2.21E+01,,
1552093390,L,58551.07225,0.01036598486,,HS,1.93E-01,2.91E-02,,3.09E+01,,
1552872672,L,58560.14061,0.01036598486,,HS,4.29E+00,3.37E-02,,3.02E+01,,
1553477469,L,58567.1405,0.01036598532,,HS,3.79E+00,3.55E-02,,2.96E+01,,
1554080984,L,58574.12636,0.01036598533,,HS,3.20E+00,2.91E-02,,2.74E+01,,
1554771678,L,58582.12003,0.01036598485,,HS,2.25E+00,3.30E-02,,2.94E+01,,
1555290074,L,58588.12054,0.01036598485,,HS,1.83E+00,2.80E-02,,2.52E+01,,
1555723938,L,58593.14246,0.01036598485,,HS,1.38E+00,2.63E-02,,2.76E+01,,
1556507556,L,58602.21251,0.01036598486,,HS,6.68E-01,2.10E-02,,2.21E+01,,
1557005454,L,58607.97422,0.01036598485,,HS,2.09E-01,2.19E-02,,2.37E+01,,
1557610250,L,58614.96119,0.01027343189,,HS,9.95E-02,2.24E-02,,2.13E+01,,
1565987538,L,58711.89005,0.01036598486,,HS,1.54E+00,2.95E-02,,2.48E+01,,
1566574272,L,58718.6813,0.01036598486,,HS,3.40E+00,2.40E-02,,2.37E+01,,
1567272657,L,58726.765,0.01036598486,,HS,3.23E+00,2.31E-02,,1.94E+01,,
1567871158,L,58733.67729,0.01035879629,,HS,2.28E+00,2.17E-02,,2.02E+01,,
1568482488,L,58740.75513,0.01036598485,,HS,1.83E+00,2.30E-02,,1.84E+01,,
1569076254,L,58747.62687,0.01036598485,,HS,1.42E+00,2.12E-02,,2.09E+01,,
1569768359,L,58755.65173,0.01036598486,,HS,7.98E-01,2.70E-02,,2.66E+01,,
1570375895,L,58762.66938,0.01037037037,,HS,2.14E-01,1.67E-02,,1.82E+01,,
1582262704,L,58900.28856,0.01035879629,,HS,1.62E-01,1.93E-02,,2.14E+01,,
1583118973,L,58910.18478,0.01027777778,,HS,3.22E+00,2.33E-02,,1.90E+01,,
1583721066,L,58917.12655,0.01035879629,,HS,2.60E+00,2.95E-02,,2.38E+01,,
1584171959,L,58922.34495,0.01035879629,,HS,2.54E+00,2.54E-02,,2.16E+01,,
1584753662,L,58929.0675,0.01037037037,,HS,1.90E+00,2.11E-02,,1.81E+01,,
1585466272,L,58937.31514,0.01037037037,,HS,1.20E+00,2.03E-02,,1.86E+01,,
1585883785,L,58942.18589,0.01037037037,,HS,7.38E-01,1.92E-02,,1.76E+01,,
1586498460,L,58949.29983,0.0103587963,,HS,1.06E-01,2.17E-02,,2.53E+01,,
1588375604,L,58971.01094,0.01037037037,,HS,8.23E-02,1.89E-02,,2.02E+01,,
1646629276,L,59645.26108,0.0103587963,,HS,9.42E-02,1.86E-02,,2.03E+01,,
1648429574,L,59666.09741,0.01035879629,,HS,1.04E-01,2.09E-02,,2.41E+01,,
1649032478,L,59673.07523,0.01045138889,,HS,9.55E-02,2.10E-02,,2.01E+01,,
1650081167,L,59685.21418,0.01037037037,,HS,8.82E-02,1.90E-02,,1.71E+01,,
1651361711,L,59700.03451,0.01037037037,,HS,8.02E-02,2.35E-02,,1.95E+01,,
1651880770,L,59706.04259,0.01037037037,,HS,1.15E-01,2.59E-02,,2.56E+01,,
1657395077,L,59769.86133,0.01037037037,,HS,8.05E-02,1.92E-02,,1.72E+01,,
